Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CFAP100-DT		3q21.3	AMP	5	133	3.8%	No
PEAK3		19p13.3	AMP	2	133	1.5%	No
PLK5		19p13.3	AMP	2	133	1.5%	No
ANKRD44		2q33.1	HOMDEL	1	133	0.8%	No
LRRC41		1p34.1-p33	AMP	1	133	0.8%	No
GPA33		1q24.1	AMP	1	133	0.8%	No
LIMD2		17q23.3	HOMDEL	1	133	0.8%	No
HPN-AS1		19q13.11-q13.12	AMP	3	133	2.3%	No
FCGR1BP		1p11.2	AMP	3	133	2.3%	No
PAGE4		Xp11.23	AMP	1	133	0.8%	No
WAKMAR2		6q23.3	HOMDEL	1	133	0.8%	No
SNORD116-16		15q11.2	HOMDEL	1	133	0.8%	No
PAPSS2		10q23.2-q23.31	HOMDEL	5	133	3.8%	No
SRGAP2B		1q21.1	HOMDEL	1	133	0.8%	No
COL1A2		7q21.3	AMP	1	133	0.8%	No
FHDC1		4q31.3	HOMDEL	2	133	1.5%	No
FASTKD3		5p15.31	AMP	6	133	4.5%	No
UPF2		10p14	AMP	1	133	0.8%	No
STX6		1q25.3	AMP	1	133	0.8%	No
SAMD12		8q24.11-q24.12	AMP	2	133	1.5%	No
WWP2		16q22.1	HOMDEL	1	133	0.8%	No
SPIRE2		16q24.3	HOMDEL	1	133	0.8%	No
GFY		19q13.33	AMP	1	133	0.8%	No
TUSC3		8p22	HOMDEL	2	133	1.5%	Yes
CACTIN		19p13.3	AMP	1	133	0.8%	No
PHKA2-AS1		Xp22.13	AMP	1	133	0.8%	No
ADAMTS2		5q35.3	AMP	1	133	0.8%	No
SPSB3		16p13.3	AMP	1	133	0.8%	No
GAGE10		Xp11.23	AMP	1	133	0.8%	No
MAGIX		Xp11.23	HOMDEL	1	133	0.8%	No
TNRC18P1		4q31.21	HOMDEL	1	133	0.8%	No
LINC01672		1p36.31	HOMDEL	2	133	1.5%	No
CHRNB3		8p11.21	AMP	1	133	0.8%	No
FAM86DP		3p12.3	AMP	1	133	0.8%	No
OR6T1		11q24.1	HOMDEL	4	133	3.0%	No
RFLNB		17p13.3	HOMDEL	2	133	1.5%	No
COQ7		16p12.3	AMP	1	133	0.8%	No
ELK4		1q32.1	HOMDEL	1	133	0.8%	Yes
MYO1C		17p13.3	HOMDEL	2	133	1.5%	No
KISS1R		19p13.3	HOMDEL	5	133	3.8%	No
ZGLP1		19p13.2	HOMDEL	1	133	0.8%	No
WBP4		13q14.11	HOMDEL	1	133	0.8%	No
WFDC10B		20q13.12	AMP	2	133	1.5%	No
FAS-AS1		10q23.31	HOMDEL	5	133	3.8%	No
IL33		9p24.1	AMP	2	133	1.5%	No
CBX2		17q25.3	AMP	1	133	0.8%	No
PGR		11q22.1	HOMDEL	1	133	0.8%	Yes
ARHGEF18		19p13.2	HOMDEL	2	133	1.5%	No
TLR8-AS1		Xp22.2	AMP	1	133	0.8%	No
CDH12		5p14.3	AMP	6	133	4.5%	No
PLIN3		19p13.3	AMP	1	133	0.8%	No
CHST9		18q11.2	AMP	1	133	0.8%	No
CABP2		11q13.2	AMP	4	133	3.0%	No
ELDR		7p11.2	AMP	3	133	2.3%	No
PLA2G15		16q22.1	HOMDEL	1	133	0.8%	No
DYNC1H1		14q32.31	HOMDEL	1	133	0.8%	No
DSCC1		8q24.12	AMP	3	133	2.3%	No
LINC00518		6p24.3	AMP	1	133	0.8%	No
INKA2		1p13.2	HOMDEL	1	133	0.8%	No
PET100		19p13.2	AMP	2	133	1.5%	No
RORB		9q21.13	HOMDEL	1	133	0.8%	No
LCE4A		1q21.3	AMP	2	133	1.5%	No
INKA2-AS1		1p13.2	HOMDEL	1	133	0.8%	No
ADAM8		10q26.3	HOMDEL	1	133	0.8%	No
ISL1		5q11.1	AMP	1	133	0.8%	No
SEPTIN4-AS1		17q22	HOMDEL	1	133	0.8%	No
SNHG20		17q25.2	AMP	2	133	1.5%	No
ZBTB7A		19p13.3	AMP	1	133	0.8%	Yes
CNDP1		18q22.3	AMP	1	133	0.8%	No
TMEM123		11q22.2	HOMDEL	1	133	0.8%	No
ZNF44		19p13.2	HOMDEL	1	133	0.8%	No
CHRNB2		1q21.3	AMP	2	133	1.5%	No
ARHGAP45		19p13.3	HOMDEL	5	133	3.8%	No
SPDYE5		7q11.23	AMP	2	133	1.5%	No
KBTBD6		13q14.11	HOMDEL	1	133	0.8%	No
RBM25		14q24.2	AMP	1	133	0.8%	No
TLR5		1q41	AMP	1	133	0.8%	No
XG		Xp22.33	AMP	1	133	0.8%	No
SLC27A1		19p13.11	HOMDEL	2	133	1.5%	No
FIG4		6q21	AMP	1	133	0.8%	No
CCDC88C		14q32.11-q32.12	AMP	2	133	1.5%	No
FGD1		Xp11.22	HOMDEL	1	133	0.8%	No
RBM4		11q13.2	AMP	1	133	0.8%	No
ZNF649-AS1		19q13.41	AMP	1	133	0.8%	No
FCER1G		1q23.3	AMP	1	133	0.8%	No
LIPN		10q23.31	HOMDEL	5	133	3.8%	No
RNASE1		14q11.2	AMP	2	133	1.5%	No
S1PR4		19p13.3	AMP	2	133	1.5%	No
LINC01282		Xp11.4	HOMDEL	1	133	0.8%	No
RPL38		17q25.1	AMP	4	133	3.0%	No
ULK2		17p11.2	HOMDEL	3	133	2.3%	No
NR2E1		6q21	AMP	1	133	0.8%	No
N4BP1		16q12.1	HOMDEL	1	133	0.8%	No
TECPR2		14q32.33	AMP	1	133	0.8%	No
CD27-AS1		12p13.31	AMP	1	133	0.8%	No
FAM104B		Xp11.21	AMP	1	133	0.8%	No
ROPN1L-AS1		5p15.2	AMP	7	133	5.3%	No
FCER2		19p13.2	AMP	2	133	1.5%	No
SERHL2		22q13.2	AMP	1	133	0.8%	No
FAM86FP		12p13.31	AMP	1	133	0.8%	No
GPBAR1		2q35	HOMDEL	2	133	1.5%	No
KMO		1q43	AMP	1	133	0.8%	No
RNASE2		14q11.2	AMP	2	133	1.5%	No
MYBL1		8q13.1	AMP	1	133	0.8%	No
ELANE		19p13.3	HOMDEL	5	133	3.8%	No
KIF12		9q32	AMP	1	133	0.8%	No
CDH9		5p14.1	AMP	7	133	5.3%	No
LMF1		16p13.3	AMP	1	133	0.8%	No
TSPAN7		Xp11.4	AMP	1	133	0.8%	No
CROCC		1p36.13	HOMDEL	1	133	0.8%	No
UBAP2L		1q21.3	AMP	2	133	1.5%	No
TRMT13		1p21.2	HOMDEL	1	133	0.8%	No
MRPL20		1p36.33	HOMDEL	2	133	1.5%	No
PAGE5		Xp11.21	AMP	1	133	0.8%	No
TMEM68		8q12.1	AMP	1	133	0.8%	No
ODAD1		19q13.33	AMP	1	133	0.8%	No
KCTD14		11q14.1	AMP	4	133	3.0%	No
NAPRT		8q24.3	AMP	5	133	3.8%	No
FCER1A		1q23.2	AMP	1	133	0.8%	No
SH2D4A		8p21.3	HOMDEL	1	133	0.8%	No
NCMAP		1p36.11	HOMDEL	1	133	0.8%	No
NPHS1		19q13.12	AMP	3	133	2.3%	No
RNASE3		14q11.2	AMP	2	133	1.5%	No
PICALM		11q14.2	AMP	3	133	2.3%	Yes
APOL2		22q12.3	AMP	1	133	0.8%	No
SLC26A9		1q32.1	HOMDEL	1	133	0.8%	No
OR10S1		11q24.1	HOMDEL	4	133	3.0%	No
CDH10		5p14.2-p14.1	AMP	7	133	5.3%	No
AFAP1-AS1		4p16.1	HOMDEL	1	133	0.8%	No
WASHC5		8q24.13	AMP	3	133	2.3%	No
LINC00348		13q21.33	AMP	1	133	0.8%	No
NUP155		5p13.2	AMP	8	133	6.0%	No
PTX3		3q25.32	AMP	12	133	9.0%	No
UMOD		16p12.3	AMP	1	133	0.8%	No
PINK1-AS		1p36.12	HOMDEL	1	133	0.8%	No
ZBTB10		8q21.13	AMP	2	133	1.5%	No
PRAMEF12		1p36.21	HOMDEL	1	133	0.8%	No
FNTA		8p11.21	AMP	1	133	0.8%	No
H6PD		1p36.22	HOMDEL	1	133	0.8%	No
PDXK		21q22.3	AMP	1	133	0.8%	No
RNASE4		14q11.2	AMP	2	133	1.5%	No
GPSM2		1p13.3	HOMDEL	1	133	0.8%	No
C11ORF53		11q23.1	HOMDEL	5	133	3.8%	No
TP53TG3B		16p11.2	HOMDEL	1	133	0.8%	No
DEFB109A		8p23.1	HOMDEL	1	133	0.8%	No
KLHDC4		16q24.2	HOMDEL	1	133	0.8%	No
TCF20		22q13.2	HOMDEL	1	133	0.8%	No
MYO16-AS1		13q33.3	AMP	1	133	0.8%	No
TM4SF4		3q25.1	AMP	9	133	6.8%	No
BIRC6		2p22.3	AMP	3	133	2.3%	No
ENKUR		10p12.1	AMP	1	133	0.8%	No
DIAPH3-AS2		13q21.2	HOMDEL	2	133	1.5%	No
JADE3		Xp11.3	AMP	1	133	0.8%	No
ZNF628		19q13.42	AMP	1	133	0.8%	No
CILP2		19p13.11	HOMDEL	2	133	1.5%	No
FA2H		16q23.1	HOMDEL	1	133	0.8%	No
SNN		16p13.13	AMP	2	133	1.5%	No
ORC2		2q33.1	AMP	2	133	1.5%	No
ANKRD20A19P		13q12.12	HOMDEL	1	133	0.8%	No
MKNK1		1p33	AMP	1	133	0.8%	Yes
DLK2		6p21.1	AMP	2	133	1.5%	No
LINC01792		2q33.1	AMP	3	133	2.3%	No
RNASE6		14q11.2	AMP	2	133	1.5%	No
MXRA7		17q25.1	AMP	2	133	1.5%	No
BTNL10		1q42.13	HOMDEL	2	133	1.5%	No
CAVIN2		2q32.3	AMP	1	133	0.8%	No
DTX2P1-UPK3BP1-PMS2P11		7q11.23	AMP	2	133	1.5%	No
LINC01210		3q22.3	AMP	7	133	5.3%	No
TESMIN		11q13.3	AMP	3	133	2.3%	No
SUSD6		14q24.1	AMP	1	133	0.8%	No
MAGED1		Xp11.22	AMP	1	133	0.8%	Yes
GRXCR1		4p13	AMP	1	133	0.8%	No
SNORD23		19q13.32	HOMDEL	1	133	0.8%	No
FAM27E5		17p11.2	HOMDEL	2	133	1.5%	No
FCAR		19q13.42	AMP	1	133	0.8%	No
SOAT2		12q13.13	AMP	1	133	0.8%	No
RRP1		21q22.3	AMP	1	133	0.8%	No
ZNF32-AS3		10q11.21	HOMDEL	1	133	0.8%	No
NDUFV3		21q22.3	AMP	1	133	0.8%	No
NPC1		18q11.2	AMP	1	133	0.8%	No
AFF2		Xq28	AMP	5	133	3.8%	No
HCG18		6p22.1	AMP	1	133	0.8%	No
FATE1		Xq28	AMP	5	133	3.8%	No
ID4		6p22.3	AMP	1	133	0.8%	No
AURKAIP1		1p36.33	HOMDEL	2	133	1.5%	No
HIF1AN		10q24.31	HOMDEL	1	133	0.8%	No
RAD54L		1p34.1	AMP	1	133	0.8%	Yes
CDH6		5p13.3	AMP	8	133	6.0%	No
CHRNA4		20q13.33	AMP	3	133	2.3%	No
XAGE2		Xp11.22	AMP	1	133	0.8%	No
HCG17		6p22.1	AMP	1	133	0.8%	No
SLC52A1		17p13.2	HOMDEL	2	133	1.5%	No
SYPL2		1p13.3	HOMDEL	1	133	0.8%	No
GPR137B		1q42.3	AMP	1	133	0.8%	No
SLAMF9		1q23.2	AMP	1	133	0.8%	No
SULT2A1		19q13.33	HOMDEL	1	133	0.8%	No
C2CD4C		19p13.3	HOMDEL	5	133	3.8%	No
RASAL1		12q24.13	AMP	1	133	0.8%	No
USP17L20		4p16.1	AMP	1	133	0.8%	No
LINC01300		8q24.3	AMP	5	133	3.8%	No
RPL13A		19q13.33	AMP	1	133	0.8%	No
SRARP		1p36.13	HOMDEL	1	133	0.8%	No
ADIRF		10q23.2	HOMDEL	3	133	2.3%	No
CARD17		11q22.3	AMP	3	133	2.3%	No
ADAM22		7q21.12	AMP	2	133	1.5%	No
CCDC191		3q13.31	AMP	5	133	3.8%	No
KRT6C		12q13.13	AMP	1	133	0.8%	No
JRKL		11q21	AMP	3	133	2.3%	No
PCCA		13q32.3	AMP	1	133	0.8%	No
CALY		10q26.3	HOMDEL	1	133	0.8%	No
AAMP		2q35	HOMDEL	2	133	1.5%	No
LINC00681		8p23.1	HOMDEL	1	133	0.8%	No
GAL3ST2		2q37.3	HOMDEL	5	133	3.8%	No
CNIH2		11q13.2	AMP	1	133	0.8%	No
C17ORF67		17q22	HOMDEL	1	133	0.8%	No
SAFB		19p13.3	AMP	1	133	0.8%	No
FAIM		3q22.3	AMP	7	133	5.3%	No
UNC79		14q32.12	AMP	2	133	1.5%	No
SPANXN5		Xp11.22	AMP	1	133	0.8%	No
GLRX5		14q32.13	AMP	2	133	1.5%	No
FOXD4L5		9q21.11	HOMDEL	1	133	0.8%	No
QPCTL		19q13.32	AMP	1	133	0.8%	No
S1PR1-DT		1p21.2	HOMDEL	1	133	0.8%	No
PWAR1		15q11.2	HOMDEL	1	133	0.8%	No
LINC00548		13q14.11	HOMDEL	1	133	0.8%	No
PCCB		3q22.3	AMP	7	133	5.3%	No
ADGRE5		19p13.12	HOMDEL	1	133	0.8%	No
TMEM179		14q32.33	HOMDEL	1	133	0.8%	No
FOXD4L4		9q21.11	HOMDEL	1	133	0.8%	No
ELSPBP1		19q13.33	HOMDEL	1	133	0.8%	No
NDRG3		20q11.23	AMP	2	133	1.5%	No
KMT2A		11q23.3	HOMDEL	4	133	3.0%	Yes
TPRX1		19q13.33	AMP	1	133	0.8%	No
BARD1		2q35	HOMDEL	2	133	1.5%	Yes
PUM3		9p24.2	HOMDEL	1	133	0.8%	No
PMFBP1		16q22.2	HOMDEL	1	133	0.8%	No
CEP78		9q21.2	HOMDEL	1	133	0.8%	No
GAN		16q23.2	HOMDEL	1	133	0.8%	No
SLC41A3		3q21.2-q21.3	AMP	5	133	3.8%	No
PRODH2		19q13.12	AMP	3	133	2.3%	No
CATIP-AS1		2q35	HOMDEL	2	133	1.5%	No
ACSM3		16p12.3	AMP	1	133	0.8%	No
RAP2C-AS1		Xq26.2	AMP	2	133	1.5%	No
HAGHL		16p13.3	HOMDEL	1	133	0.8%	No
NDRG2		14q11.2	AMP	2	133	1.5%	No
MBD3		19p13.3	AMP	2	133	1.5%	No
MAGEA9B		Xq28	AMP	5	133	3.8%	No
MYC		8q24.21	AMP	5	133	3.8%	Yes
RBBP7		Xp22.2	AMP	1	133	0.8%	No
DIRC3		2q35	HOMDEL	2	133	1.5%	No
GPKOW		Xp11.23	HOMDEL	1	133	0.8%	No
MICAL1		6q21	AMP	1	133	0.8%	No
BMS1		10q11.21	HOMDEL	1	133	0.8%	No
RNLS		10q23.31	HOMDEL	7	133	5.3%	No
LSM5		7p14.3	AMP	1	133	0.8%	No
ANKRD2		10q24.2	AMP	1	133	0.8%	No
SALL2		14q11.2	AMP	2	133	1.5%	No
USP17L11		4p16.1	HOMDEL	1	133	0.8%	No
RBBP8		18q11.2	AMP	1	133	0.8%	No
SLIT1		10q24.1	HOMDEL	1	133	0.8%	No
BRD9		5p15.33	AMP	7	133	5.3%	No
PRR36		19p13.2	HOMDEL	2	133	1.5%	No
ARHGAP40		20q11.23	AMP	2	133	1.5%	No
ISCA2		14q24.3	AMP	1	133	0.8%	No
SYTL5		Xp11.4	HOMDEL	1	133	0.8%	No
ADPRH		3q13.33	AMP	5	133	3.8%	No
LINC03025		9p11.2	HOMDEL	1	133	0.8%	No
DOCK6		19p13.2	AMP	1	133	0.8%	No
OR6C1		12q13.2	AMP	1	133	0.8%	No
AKAIN1		18p11.31	AMP	3	133	2.3%	No
SGSM3		22q13.1	AMP	1	133	0.8%	No
KRT78		12q13.13	AMP	1	133	0.8%	No
NBPF13P		1q21.1	AMP	3	133	2.3%	No
H4C2		6p22.2	HOMDEL	1	133	0.8%	No
DGAT1		8q24.3	AMP	5	133	3.8%	No
ATF7IP2		16p13.2-p13.13	AMP	2	133	1.5%	No
RAB3A		19p13.11	HOMDEL	2	133	1.5%	No
MYBPH		1q32.1	AMP	1	133	0.8%	No
PLEKHH2		2p21	AMP	2	133	1.5%	No
LINC00324		17p13.1	HOMDEL	2	133	1.5%	No
SRRM2		16p13.3	AMP	1	133	0.8%	No
KIF26A		14q32.33	AMP	1	133	0.8%	No
RPL35A		3q29	AMP	19	133	14.3%	No
LRP10		14q11.2	AMP	1	133	0.8%	No
PTGER1		19p13.1	HOMDEL	1	133	0.8%	No
LINC00489		20q11.23	HOMDEL	1	133	0.8%	No
RBL1		20q11.23	AMP	2	133	1.5%	No
ATL3		11q13.1	AMP	1	133	0.8%	No
GRK4		4p16.3	HOMDEL	2	133	1.5%	No
CRLF3		17q11.2	HOMDEL	1	133	0.8%	No
CASP10		2q33.1	HOMDEL	1	133	0.8%	No
ZNF471		19q13.43	AMP	1	133	0.8%	No
PARP1		1q42.12	AMP	1	133	0.8%	Yes
DEGS1		1q42.11	AMP	1	133	0.8%	No
OR10H4		19p13.12	HOMDEL	1	133	0.8%	No
DESI1		22q13.2	AMP	1	133	0.8%	No
TMEM44		3q29	AMP	20	133	15.0%	No
CYP4V2		4q35.1-q35.2	HOMDEL	5	133	3.8%	No
LINC01430		20q13.12	AMP	2	133	1.5%	No
ACAP2		3q29	AMP	20	133	15.0%	No
KIAA1217		10p12.2-p12.1	AMP	1	133	0.8%	No
TELO2		16p13.3	AMP	1	133	0.8%	No
OR2AE1		7q22.1	AMP	1	133	0.8%	No
RPL36AL		14q21.3	AMP	1	133	0.8%	No
BCL2L11		2q13	HOMDEL	1	133	0.8%	Yes
CDK15		2q33.1	HOMDEL	1	133	0.8%	No
NAA30		14q22.3	AMP	1	133	0.8%	No
FCGR1A		1q21.2	AMP	3	133	2.3%	No
IZUMO1		19q13.33	AMP	1	133	0.8%	No
SNORD113-1		14q32.31	HOMDEL	1	133	0.8%	No
TMEM134		11q13.2	AMP	4	133	3.0%	No
SLC18A3		10q11.23	HOMDEL	1	133	0.8%	No
THOC5		22q12.2	AMP	1	133	0.8%	No
TTLL1		22q13.2	HOMDEL	1	133	0.8%	No
APOBEC3C		22q13.1	AMP	1	133	0.8%	No
TPRG1L		1p36.32	HOMDEL	2	133	1.5%	No
SH3BP2		4p16.3	HOMDEL	2	133	1.5%	No
NAV2-AS4		11p15.1	HOMDEL	1	133	0.8%	No
LINC03017		7q21.11	AMP	1	133	0.8%	No
MYBPC2		19q13.33	AMP	1	133	0.8%	No
BEND6		6p12.1	HOMDEL	1	133	0.8%	No
NEDD9		6p24.2	AMP	1	133	0.8%	No
NUP210P1		3q21.3	AMP	5	133	3.8%	No
BTNL2		6p21.32	AMP	3	133	2.3%	No
KIRREL3-AS3		11q24.2	HOMDEL	4	133	3.0%	No
ARHGAP45		19p13.3	AMP	1	133	0.8%	No
RPL37		5p13.1	AMP	6	133	4.5%	No
MED4-AS1		13q14.2	HOMDEL	2	133	1.5%	No
CD53		1p13.3	HOMDEL	1	133	0.8%	No
TOX		8q12.1	AMP	1	133	0.8%	No
PTPRS		19p13.3	AMP	1	133	0.8%	Yes
RBM3		Xp11.23	AMP	1	133	0.8%	No
XDH		2p23.1	AMP	3	133	2.3%	No
NAT9		17q25.2	AMP	3	133	2.3%	No
MAMSTR		19q13.33	AMP	1	133	0.8%	No
CCDC158		4q21.1	AMP	1	133	0.8%	No
DNER		2q36.3	HOMDEL	4	133	3.0%	No
OR4M2-OT1		15q11.2	HOMDEL	1	133	0.8%	No
ZSCAN18		19q13.43	AMP	1	133	0.8%	No
MYBL2		20q13.12	AMP	2	133	1.5%	No
KBTBD11		8p23.3	HOMDEL	2	133	1.5%	No
KCTD19		16q22.1	HOMDEL	1	133	0.8%	No
RAB23		6p12.1-p11.2	HOMDEL	1	133	0.8%	No
ADRA1D		20p13	AMP	2	133	1.5%	No
CNTNAP2		7q35-q36.1	HOMDEL	1	133	0.8%	No
ADGRG7		3q12.2	AMP	5	133	3.8%	No
CMTM2		16q21	HOMDEL	1	133	0.8%	No
CADM4		19q13.31	AMP	1	133	0.8%	No
TARS3		15q26.3	AMP	1	133	0.8%	No
FAS		10q23.31	HOMDEL	5	133	3.8%	Yes
EVI5L		19p13.2	AMP	2	133	1.5%	No
ZMYND8		20q13.12	AMP	2	133	1.5%	No
SETD4		21q22.12	AMP	1	133	0.8%	Yes
ADRA1B		5q33.3	AMP	1	133	0.8%	No
RAD51C		17q22	HOMDEL	1	133	0.8%	Yes
NUF2		1q23.3	AMP	1	133	0.8%	Yes
MED16		19p13.3	HOMDEL	5	133	3.8%	No
FAM83F		22q13.1	HOMDEL	1	133	0.8%	No
TNRC6C		17q25.3	AMP	1	133	0.8%	No
HSF5		17q22	HOMDEL	1	133	0.8%	No
PPP6R3		11q13	AMP	3	133	2.3%	No
BRIP1		17q23.2	HOMDEL	1	133	0.8%	Yes
ARHGAP33		19q13.12	AMP	3	133	2.3%	No
COL4A2		13q34	AMP	1	133	0.8%	No
INAFM1		19q13.32	AMP	1	133	0.8%	No
SPEF2		5p13.2	AMP	8	133	6.0%	No
SH3BP1		22q13.1	AMP	1	133	0.8%	No
PSPN		19p13.3	HOMDEL	3	133	2.3%	No
HTR3A		11q23.2	HOMDEL	6	133	4.5%	No
ILF3		19p13.2	HOMDEL	1	133	0.8%	No
DEFB109B		8p23.1	HOMDEL	1	133	0.8%	No
BCYRN1		2p21	HOMDEL	1	133	0.8%	No
COL3A1		2q32.2	AMP	1	133	0.8%	No
KIAA1586		6p12.1	AMP	2	133	1.5%	No
PPP2CB		8p12	HOMDEL	1	133	0.8%	No
BRF2		8p11.23	AMP	1	133	0.8%	No
UXT-AS1		Xp11.23	HOMDEL	1	133	0.8%	No
PARP10		8q24.3	AMP	5	133	3.8%	No
POLR3K		16p13.3	HOMDEL	1	133	0.8%	No
EVL		14q32.2	AMP	1	133	0.8%	No
LSR		19q13.12	AMP	3	133	2.3%	No
PRR32		Xq25	AMP	1	133	0.8%	No
GRHL1		2p25.1	AMP	2	133	1.5%	No
MRI1		19p13.13	HOMDEL	1	133	0.8%	No
MAGEE1		Xq13.3	AMP	1	133	0.8%	No
HGFAC		4p16.3	HOMDEL	2	133	1.5%	No
VPS11		11q23.3	HOMDEL	4	133	3.0%	No
CMTM3		16q22.1	HOMDEL	1	133	0.8%	No
COL4A1		13q34	AMP	1	133	0.8%	No
PIWIL4		11q21	AMP	3	133	2.3%	No
ALPI		2q37.1	HOMDEL	3	133	2.3%	No
OR2L1P		1q44	AMP	1	133	0.8%	No
LINC01551		14q12	AMP	1	133	0.8%	No
FAM76B		11q21	AMP	3	133	2.3%	No
IL10		1q32.1	HOMDEL	1	133	0.8%	Yes
KCNAB3		17p13.1	HOMDEL	2	133	1.5%	No
LINC01864		19q13.43	AMP	1	133	0.8%	No
MYO5C		15q21.2	HOMDEL	1	133	0.8%	No
DEFB124		20q11.21	AMP	7	133	5.3%	No
PCLO		7q21.11	AMP	1	133	0.8%	Yes
PNPO		17q21.32	AMP	1	133	0.8%	No
FBXO34		14q22.3	AMP	1	133	0.8%	No
GVQW3		11q13.5	AMP	1	133	0.8%	No
LINC01250		2p25.3	AMP	2	133	1.5%	No
SLC37A2		11q24.2	HOMDEL	4	133	3.0%	No
OR2L2		1q44	AMP	1	133	0.8%	No
ZG16B		16p13.3	AMP	1	133	0.8%	No
LINC01743		1q44	AMP	1	133	0.8%	No
LRRC58		3q13.33	AMP	5	133	3.8%	No
PADI3		1p36.13	HOMDEL	1	133	0.8%	No
RTP5		2q37.3	HOMDEL	5	133	3.8%	No
DNAL1		14q24.3	AMP	1	133	0.8%	No
H2BW4P		Xq22.2	AMP	1	133	0.8%	No
DEFB123		20q11.21	AMP	6	133	4.5%	No
TRMT10C		3q12.3	AMP	5	133	3.8%	No
C4BPB		1q32.1	HOMDEL	1	133	0.8%	No
LEPROTL1		8p12	HOMDEL	1	133	0.8%	No
OR2M4		1q44	AMP	1	133	0.8%	No
CDA		1p36.12	HOMDEL	1	133	0.8%	No
SEL1L3		4p15.2	HOMDEL	2	133	1.5%	No
LINC00563		13q14.13	HOMDEL	1	133	0.8%	No
AHCYL1		1p13.3	HOMDEL	1	133	0.8%	No
MAP6D1		3q27.1	AMP	19	133	14.3%	No
ACP6		1q21.2	AMP	3	133	2.3%	No
EMBP1		1p11.2	AMP	3	133	2.3%	No
HAUS4		14q11.2	AMP	1	133	0.8%	No
SESN3		11q21	AMP	3	133	2.3%	Yes
CYP4F24P		19p13.12	HOMDEL	1	133	0.8%	No
UQCRB		8q22.1	AMP	1	133	0.8%	No
SNAI3-AS1		16q24.2	HOMDEL	1	133	0.8%	No
NUDT11		Xp11.22	HOMDEL	1	133	0.8%	No
PRPSAP2		17p11.2	HOMDEL	2	133	1.5%	No
ZW10		11q23.2	HOMDEL	6	133	4.5%	No
DNAJC24		11p13	AMP	1	133	0.8%	No
LRRC69		8q21.3	AMP	2	133	1.5%	No
CARD16		11q22.3	AMP	3	133	2.3%	No
DDX19A-DT		16q22.1	HOMDEL	1	133	0.8%	No
MRPS12		19q13.2	AMP	1	133	0.8%	No
THEM6		8q24.3	AMP	5	133	3.8%	No
NAA15		4q31.1	HOMDEL	1	133	0.8%	No
ZIM2		19q13.43	AMP	1	133	0.8%	No
FLVCR2-AS1		14q24.3	AMP	1	133	0.8%	No
DOK7		4p16.3	HOMDEL	2	133	1.5%	No
SCHIP1		3q25.33	AMP	12	133	9.0%	No
PDIK1L		1p36.11	HOMDEL	1	133	0.8%	No
WDR90		16p13.3	AMP	1	133	0.8%	Yes
SEPTIN4-AS1		17q22	AMP	1	133	0.8%	No
FCRL5		1q23.1	AMP	1	133	0.8%	No
CXCL13		4q21.1	AMP	1	133	0.8%	No
CKM		19q13.32	AMP	1	133	0.8%	No
TGFBR3L		19p13.2	AMP	3	133	2.3%	No
NELL2		12q12	AMP	1	133	0.8%	No
LINC00892		Xq26.3	AMP	3	133	2.3%	No
SPTLC2		14q24.3	AMP	1	133	0.8%	No
INTS6L		Xq26.3	AMP	3	133	2.3%	No
PSRC1		1p13.3	HOMDEL	1	133	0.8%	No
MIOX		22q13.33	HOMDEL	2	133	1.5%	No
LACTBL1		1p36.12	HOMDEL	1	133	0.8%	No
SLC7A6OS		16q22.1	HOMDEL	1	133	0.8%	No
INSYN2A		10q26.2	HOMDEL	2	133	1.5%	No
ARFGEF2		20q13.13	AMP	3	133	2.3%	No
NPTX2		7q22.1	AMP	1	133	0.8%	No
FDPS		1q22	AMP	2	133	1.5%	No
P2RX5		17p13.2	HOMDEL	2	133	1.5%	No
SGSM3		22q13.1	HOMDEL	1	133	0.8%	No
OR8D2		11q24.2	HOMDEL	4	133	3.0%	No
NAGPA-AS1		16p13.3	AMP	1	133	0.8%	No
GOLGA8IP		15q11.2	HOMDEL	1	133	0.8%	No
LITAF		16p13.13	AMP	3	133	2.3%	No
SNORD116-26		15q11.2	HOMDEL	1	133	0.8%	No
RBMX		Xq26.3	AMP	3	133	2.3%	No
LINC00417		13q11	HOMDEL	1	133	0.8%	No
IDH3G		Xq28	AMP	5	133	3.8%	No
ZNF449		Xq26.3	AMP	3	133	2.3%	No
FPR1		19q13.41	AMP	1	133	0.8%	No
TMEM147		19q13.12	AMP	3	133	2.3%	No
TPTE2P1		13q12.13	HOMDEL	1	133	0.8%	No
LINC00847		5q35.3	AMP	1	133	0.8%	No
SNORD20		2q37.1	HOMDEL	3	133	2.3%	No
PRSS30P		16p13.3	AMP	1	133	0.8%	No
NEK2		1q32.3	AMP	1	133	0.8%	No
NPTX1		17q25.3	AMP	2	133	1.5%	No
TOP3A		17p11.2	HOMDEL	3	133	2.3%	No
CLVS1		8q12.2-q12.3	AMP	1	133	0.8%	No
LPAR2		19p13.11	HOMDEL	2	133	1.5%	No
SNORA71A		20q11.23	HOMDEL	1	133	0.8%	No
LATS2		13q12.11	HOMDEL	1	133	0.8%	Yes
FRZB		2q32.1	AMP	2	133	1.5%	No
MMP20		11q22.2	HOMDEL	1	133	0.8%	No
