Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CEP72	2.006e-6	5p15.33	AMP	8	135	5.9%	No
FCAMR		1q32.1	AMP	1	135	0.7%	No
DENND10P1		Xq26.1	AMP	2	135	1.5%	No
INTS14		15q22.31	AMP	1	135	0.7%	No
SLC25A15	2.168e-19	13q14.11	HOMDEL	1	135	0.7%	No
WDR48		3p22.2	HOMDEL	1	135	0.7%	No
HOXB2		17q21.32	AMP	1	135	0.7%	No
PDGFD		11q22.3	HOMDEL	3	135	2.2%	No
SLC41A1		1q32.1	AMP	1	135	0.7%	No
USP45		6q16.2	HOMDEL	1	135	0.7%	No
TTLL9		20q11	AMP	5	135	3.7%	No
LIPI		21q11.2	AMP	2	135	1.5%	No
RN7SKP10	2.830e-4	13q34	AMP	3	135	2.2%	No
C6ORF120		6q27	AMP	1	135	0.7%	No
GJB2	1.336e-9	13q12.11	HOMDEL	1	135	0.7%	No
RN7SL761P		13q21.33	AMP	3	135	2.2%	No
NSUN6		10p12.31	AMP	1	135	0.7%	No
RNA5SP155	1.297e-1	4p16.1	HOMDEL	1	135	0.7%	No
RN7SL390P		12q13.13	AMP	2	135	1.5%	No
RN7SL25P		9p24.1	AMP	4	135	3.0%	No
EMP3		19q13.33	AMP	2	135	1.5%	No
MYO1F		19p13.2	AMP	3	135	2.2%	No
SCAPER	5.804e-3	15q24.3	AMP	1	135	0.7%	No
H2BC1		6p22.2	AMP	1	135	0.7%	No
IQCC		1p35.2	AMP	1	135	0.7%	No
PNPLA1		6p21.31	AMP	1	135	0.7%	No
EEF1A1		6q13	AMP	1	135	0.7%	No
ZC3H15	1.296e-2	2q32.1	AMP	3	135	2.2%	No
MAGED4B		Xp11.22	AMP	1	135	0.7%	No
GABRD	2.952e-4	1p36.33	HOMDEL	3	135	2.2%	No
FOXN2		2p16.3	AMP	1	135	0.7%	No
TRIM58		1q44	AMP	2	135	1.5%	No
HOXB1		17q21.32	AMP	1	135	0.7%	No
RNA5SP503		Xp11.23	HOMDEL	1	135	0.7%	No
TSPEAR		21q22.3	HOMDEL	2	135	1.5%	No
ZBTB21		21q22.3	AMP	1	135	0.7%	No
SAFB		19p13.3	HOMDEL	3	135	2.2%	No
CCNO		5q11.2	HOMDEL	1	135	0.7%	No
OR2B3		6p22.1	AMP	2	135	1.5%	No
ARL5B		10p12.31	AMP	1	135	0.7%	No
MARK2		11q13.1	AMP	1	135	0.7%	No
PHC2		1p35.1	AMP	1	135	0.7%	No
CSNK1A1P1		15q14	AMP	1	135	0.7%	No
NAP1L2		Xq13.2	AMP	1	135	0.7%	No
CFAP161	5.804e-3	15q25.1	AMP	1	135	0.7%	No
DYNLT2B		3q29	AMP	25	135	18.5%	No
RN7SL397P		3q13.33	AMP	3	135	2.2%	No
SNORD51	8.624e-4	2q33.3	HOMDEL	1	135	0.7%	No
COX6A1P2		6p21.2	AMP	1	135	0.7%	No
VEGFD		Xp22.2	AMP	1	135	0.7%	No
RNY5P4		4q28.2	HOMDEL	1	135	0.7%	No
RCC1L		7q11.23	AMP	2	135	1.5%	No
ABI3BP		3q12.2	AMP	3	135	2.2%	No
SNORA37		18q21.2	HOMDEL	1	135	0.7%	No
ZNF600		19q13.42	AMP	2	135	1.5%	No
MIR9-3HG	5.804e-3	15q26.1	AMP	2	135	1.5%	No
BARX2	1.076e-32	11q24.3	HOMDEL	4	135	3.0%	No
MAST4		5q12.3	HOMDEL	2	135	1.5%	No
EEFSEC		3q21.3	AMP	6	135	4.4%	No
ANKRD16		10p15.1	AMP	1	135	0.7%	No
RAB11FIP1		8p11.23	AMP	3	135	2.2%	No
CNPPD1		2q35	HOMDEL	2	135	1.5%	No
VSX2		14q24.3	AMP	3	135	2.2%	No
CCDC120		Xp11.23	AMP	1	135	0.7%	No
RN7SL396P		8q24.12	AMP	5	135	3.7%	No
OR2J1		6p22.1	AMP	2	135	1.5%	No
GPC3		Xq26.2	HOMDEL	1	135	0.7%	Yes
RN7SKP17		14q24.3	AMP	3	135	2.2%	No
TEX2		17q23.3	AMP	1	135	0.7%	No
KDM4B		19p13.3	HOMDEL	3	135	2.2%	No
SNTN		3p14.2	HOMDEL	2	135	1.5%	No
C6ORF62		6p22.3	AMP	1	135	0.7%	No
DSCAML1	1.076e-32	11q23.3	HOMDEL	6	135	4.4%	No
PAMR1	2.751e-2	11p13	AMP	2	135	1.5%	No
FAM86B1		8p23.1	HOMDEL	1	135	0.7%	No
DCLK2		4q31.23-q31.3	HOMDEL	3	135	2.2%	No
RAB6A		11q13.4	AMP	1	135	0.7%	No
CELF6		15q23	AMP	1	135	0.7%	No
ELF2		4q31.1	HOMDEL	2	135	1.5%	No
ZNF320		19q13.41	AMP	2	135	1.5%	No
PROSER2		10p14	AMP	2	135	1.5%	No
TPGS1		19p13.3	HOMDEL	5	135	3.7%	No
RN7SL182P		3p21.31	HOMDEL	1	135	0.7%	No
OBSL1		2q35	AMP	1	135	0.7%	No
COL5A3		19p13.2	HOMDEL	3	135	2.2%	No
NUBPL		14q12	AMP	2	135	1.5%	No
HSF2		6q22.31	HOMDEL	1	135	0.7%	No
ZNF707		8q24.3	AMP	8	135	5.9%	No
RNF187		1q42.13	AMP	2	135	1.5%	No
C14ORF178		14q24.3	AMP	3	135	2.2%	No
RN7SL37P		5p13.2	AMP	7	135	5.2%	No
RNF19A		8q22.2	AMP	4	135	3.0%	No
MAP2K7		19p13.2	AMP	3	135	2.2%	No
RTP4		3q27.3	AMP	24	135	17.8%	No
C7ORF33	1.615e-3	7q36.1	HOMDEL	1	135	0.7%	No
MAP2K7		19p13.2	HOMDEL	3	135	2.2%	No
GTF2IRD1		7q11.23	AMP	2	135	1.5%	No
RNY5P3	2.352e-34	3q26.2	AMP	24	135	17.8%	No
MAPK8		10q11.22	HOMDEL	2	135	1.5%	No
PIKFYVE		2q34	HOMDEL	1	135	0.7%	No
OR10H3		19p13.12	HOMDEL	2	135	1.5%	No
GABBR1		6p22.1	HOMDEL	1	135	0.7%	No
H2AP		Xp11.4	AMP	1	135	0.7%	No
INTS7		1q32.3	AMP	1	135	0.7%	No
ZNF639		3q26.33	AMP	24	135	17.8%	No
TXNDC12		1p32.3	AMP	1	135	0.7%	No
RNA5SP349		11q22.3	AMP	1	135	0.7%	No
RAB3C		5q11.2	HOMDEL	1	135	0.7%	No
MACF1		1p34.3	AMP	2	135	1.5%	No
TMED8		14q24.3	AMP	3	135	2.2%	No
RN7SKP20		Xp22.2	AMP	1	135	0.7%	No
RN7SL36P		3q29	AMP	25	135	18.5%	No
RCHY1		4q21.1	AMP	1	135	0.7%	No
CHST2		3q24	AMP	10	135	7.4%	No
MICALL1		22q13.1	AMP	1	135	0.7%	No
CRLF2		Xp22.3 and Yp11.3	AMP	1	135	0.7%	Yes
ZNF878		19p13.2	AMP	1	135	0.7%	No
GOLGA8J		15q13.2	HOMDEL	1	135	0.7%	No
PDPN	2.952e-4	1p36.21	HOMDEL	1	135	0.7%	No
SNHG12		1p35.3	HOMDEL	1	135	0.7%	No
USP11		Xp11.3	AMP	1	135	0.7%	No
HAAO	9.994e-2	2p21	AMP	4	135	3.0%	No
NAA50		3q13.31	AMP	3	135	2.2%	No
KANK3		19p13.2	AMP	4	135	3.0%	No
RNA5SP348		11q22.3	AMP	9	135	6.7%	No
MFHAS1		8p23.1	HOMDEL	1	135	0.7%	No
B4GALT1		9p21.1	HOMDEL	1	135	0.7%	No
SYNJ2	9.848e-5	6q25.3	HOMDEL	2	135	1.5%	No
FAM83H		8q24.3	AMP	8	135	5.9%	No
PUM2	9.994e-2	2p24.1	AMP	5	135	3.7%	No
SYNPO2		4q26	HOMDEL	1	135	0.7%	No
POLDIP3		22q13.2	HOMDEL	1	135	0.7%	No
DDI1		11q22.3	HOMDEL	3	135	2.2%	No
PGD	2.952e-4	1p36.22	HOMDEL	1	135	0.7%	No
CNOT9		2q35	HOMDEL	2	135	1.5%	No
HAUS8		19p13.11	HOMDEL	2	135	1.5%	No
RNY5P1		1p34.3	AMP	1	135	0.7%	No
C10ORF67		10p12.2	AMP	1	135	0.7%	No
ZDHHC19		3q29	AMP	25	135	18.5%	No
OR2A25	1.615e-3	7q35	HOMDEL	1	135	0.7%	No
TBC1D2B	5.804e-3	15q24.3-q25.1	AMP	2	135	1.5%	No
TAS2R3		7q34	AMP	1	135	0.7%	No
WDR64		1q43	AMP	2	135	1.5%	No
FBXO6	2.952e-4	1p36.22	HOMDEL	1	135	0.7%	No
ATL1		14q22.1	AMP	3	135	2.2%	No
TUBA4B		2q35	HOMDEL	2	135	1.5%	No
CHERP		19p13.11	HOMDEL	1	135	0.7%	No
ZNF681		19p12	HOMDEL	2	135	1.5%	No
RNA5SP59		1q21.2	AMP	4	135	3.0%	No
DIPK2B		Xp11.3	HOMDEL	1	135	0.7%	No
ZDHHC22		14q24.3	AMP	3	135	2.2%	No
RN7SL39P		18p11.31	AMP	5	135	3.7%	No
PPP1R13B		14q32.33	AMP	2	135	1.5%	No
SIK2		11q23.1	AMP	1	135	0.7%	No
RN7SKP18		6q22.1	HOMDEL	1	135	0.7%	No
NCR1		19q13.42	AMP	2	135	1.5%	No
SNORD42B		17q11.2	HOMDEL	1	135	0.7%	No
DENND2A	1.615e-3	7q34	HOMDEL	1	135	0.7%	No
SNORD63		5q31.2	HOMDEL	1	135	0.7%	No
HOXA13		7p15.2	AMP	1	135	0.7%	Yes
CROCCP2	2.952e-4	1p36.13	HOMDEL	1	135	0.7%	No
SNORD22	2.830e-4	11q13	AMP	3	135	2.2%	No
THSD4		15q23	HOMDEL	1	135	0.7%	No
BPNT1		1q41	HOMDEL	2	135	1.5%	No
MCF2L2		3q27.1	AMP	23	135	17.0%	No
EEF1AKMT3		12q14.1	AMP	1	135	0.7%	No
WDR61	5.804e-3	15q25.1	AMP	2	135	1.5%	No
TXNDC11		16p13.13	AMP	3	135	2.2%	No
USP9X		Xp11.4	AMP	1	135	0.7%	No
PABPN1		14q11.2	AMP	4	135	3.0%	No
TRIML1	1.654e-13	4q35.2	HOMDEL	5	135	3.7%	No
ZNF750	6.784e-4	17q25.3	HOMDEL	1	135	0.7%	Yes
IPO11		5q12.1	HOMDEL	1	135	0.7%	No
ELMOD3		2p11.2	AMP	2	135	1.5%	No
CDKN2A-DT		9p21.3	AMP	1	135	0.7%	No
RIBC2		22q13.31	HOMDEL	1	135	0.7%	No
RPS27L		15q22.2	AMP	1	135	0.7%	No
GON7	8.624e-4	14q32.12	HOMDEL	1	135	0.7%	No
XKR9		8q13.3	AMP	2	135	1.5%	No
ZNF317		19p13.2	HOMDEL	3	135	2.2%	No
HPCA		1p35.1	AMP	1	135	0.7%	No
SNORD4B		17q11	HOMDEL	1	135	0.7%	No
MTA1	8.624e-4	14q32.33	HOMDEL	1	135	0.7%	No
RN7SKP159		8p23.2	HOMDEL	2	135	1.5%	No
RDH8		19p13.2	AMP	2	135	1.5%	No
PABPC4L		4q28.3	HOMDEL	2	135	1.5%	No
EML1		14q32.2	AMP	2	135	1.5%	No
OPRD1		1p35.3	HOMDEL	1	135	0.7%	No
IFFO2	2.952e-4	1p36.13	HOMDEL	1	135	0.7%	No
ATG9B		7q36.1	AMP	1	135	0.7%	No
TACO1		17q23.3	HOMDEL	1	135	0.7%	No
SLA2		20q11.23	AMP	2	135	1.5%	No
AP1M1		19p13.11	HOMDEL	2	135	1.5%	No
NTPCR		1q42.2	HOMDEL	2	135	1.5%	No
ARC		8q24.3	AMP	8	135	5.9%	No
SNORA4		3q27.3	HOMDEL	1	135	0.7%	No
WBP11P1		18q12.1	AMP	1	135	0.7%	No
HOXA11		7p15.2	AMP	1	135	0.7%	Yes
MED23		6q23.2	AMP	1	135	0.7%	No
SLC24A2		9p22.1	AMP	1	135	0.7%	No
SNRNP25		16p13.3	HOMDEL	1	135	0.7%	No
SPATA17		1q41	AMP	1	135	0.7%	No
GPR82		Xp11.4	AMP	1	135	0.7%	No
TAS2R4		7q34	AMP	1	135	0.7%	No
HOXA10		7p15.2	AMP	1	135	0.7%	No
HEPHL1		11q21	AMP	2	135	1.5%	No
TEKT5		16p13.13	AMP	3	135	2.2%	No
TNFRSF14	2.952e-4	1p36.32	HOMDEL	3	135	2.2%	Yes
EDN3		20q13.32	AMP	3	135	2.2%	No
H1-9P		17q21.33	AMP	2	135	1.5%	No
ANAPC10		4q31.21	HOMDEL	2	135	1.5%	No
LPCAT1		5p15.33	HOMDEL	1	135	0.7%	No
COQ10B	1.296e-2	2q33.1	AMP	4	135	3.0%	No
MYH16		7q22.1	AMP	2	135	1.5%	No
GSTM2	1.281e-2	1p13.3	HOMDEL	1	135	0.7%	No
NIN		14q22.1	AMP	3	135	2.2%	Yes
HOXA9		7p15.2	AMP	1	135	0.7%	Yes
CD83		6p23	AMP	2	135	1.5%	No
EDNRA		4q31.22-q31.23	AMP	1	135	0.7%	No
RNA5SP185		5q11.2	HOMDEL	1	135	0.7%	No
USP38		4q31.21	HOMDEL	2	135	1.5%	No
PLCD1		3p22.2	HOMDEL	1	135	0.7%	No
DALRD3		3p21.31	HOMDEL	1	135	0.7%	No
ZNF682		19p12	AMP	1	135	0.7%	No
TDRP		8p23.3	HOMDEL	2	135	1.5%	No
TAS2R1		5p15.31	AMP	5	135	3.7%	No
AXDND1		1q25.2	AMP	1	135	0.7%	No
CD1B		1q23.1	AMP	2	135	1.5%	No
PRAMEF5	2.952e-4	1p36.21	HOMDEL	1	135	0.7%	No
SNX20	1.727e-2	16q12.1	HOMDEL	1	135	0.7%	No
TPD52L1		6q22-q23	AMP	1	135	0.7%	No
RN7SL66P	9.994e-2	2p25.1	AMP	4	135	3.0%	No
TFF1		21q22.3	AMP	1	135	0.7%	No
EMC2		8q23.1	AMP	4	135	3.0%	No
ELSPBP1		19q13.33	AMP	2	135	1.5%	No
TPSB2		16p13.3	AMP	1	135	0.7%	No
TYK2		19p13.2	AMP	1	135	0.7%	Yes
SFT2D2		1q24.2	AMP	1	135	0.7%	No
PTGER4		5p13.1	AMP	5	135	3.7%	No
RAB4A		1q42.13	AMP	2	135	1.5%	No
IRS1		2q36.3	HOMDEL	3	135	2.2%	Yes
RN7SL442P		17p11.2	HOMDEL	1	135	0.7%	No
SEC63		6q21	HOMDEL	1	135	0.7%	No
ZXDC		3q21.3	AMP	4	135	3.0%	No
H4C11		6p22.1	AMP	2	135	1.5%	No
BCORL1		Xq26.1	AMP	2	135	1.5%	Yes
PROX2		14q24.3	AMP	3	135	2.2%	No
NPPA	2.952e-4	1p36.22	HOMDEL	1	135	0.7%	No
CD1C		1q23.1	AMP	2	135	1.5%	No
UBB		17p11.2	HOMDEL	1	135	0.7%	No
SLK		10q24.33-q25.1	HOMDEL	1	135	0.7%	No
TNFRSF8	2.952e-4	1p36.22	HOMDEL	1	135	0.7%	No
TYMS		18p11.32	AMP	6	135	4.4%	No
TFF2		21q22.3	AMP	1	135	0.7%	No
TPD52L2		20q13.33	AMP	3	135	2.2%	No
RAPGEF2		4q32.1	AMP	1	135	0.7%	No
RNF25		2q35	HOMDEL	2	135	1.5%	No
MAPK10		4q21.3	AMP	1	135	0.7%	No
MSRA		8p23.1	HOMDEL	1	135	0.7%	No
GDA		9q21.13	HOMDEL	1	135	0.7%	No
CSAG1		Xq28	HOMDEL	1	135	0.7%	No
H4C12		6p22.1	AMP	2	135	1.5%	No
ACP4		19q13.33	AMP	2	135	1.5%	No
SNX18		5q11.2	AMP	1	135	0.7%	No
KIAA1217		10p12.2-p12.1	HOMDEL	2	135	1.5%	No
CD1D		1q23.1	AMP	2	135	1.5%	No
TFF3		21q22.3	AMP	1	135	0.7%	No
UBE2G2		21q22.3	HOMDEL	1	135	0.7%	No
ZBTB42	8.624e-4	14q32.33	HOMDEL	1	135	0.7%	No
RAB5B		12q13.2	AMP	1	135	0.7%	No
TYR		11q14.3	AMP	2	135	1.5%	No
STAU2		8q21.11	AMP	3	135	2.2%	No
MAPK13		6p21.31	AMP	1	135	0.7%	No
ZFP57		6p22.1	HOMDEL	1	135	0.7%	No
IGHJ4	8.624e-4	14q32.33	HOMDEL	1	135	0.7%	No
SPATA5		4q28.1	HOMDEL	1	135	0.7%	No
OBSCN-AS1		1q42.13	AMP	2	135	1.5%	No
H4C8		6p22.2	AMP	2	135	1.5%	No
DEFB108B		11q13.4	AMP	2	135	1.5%	No
CASC9		8q21.13	AMP	1	135	0.7%	No
LINC00626		1q24.2	AMP	1	135	0.7%	No
RANBP3		19p13.3	AMP	1	135	0.7%	No
STRN	9.994e-2	2p22.2	AMP	3	135	2.2%	Yes
KANSL1L		2q34	HOMDEL	1	135	0.7%	No
KCNS1		20q13.12	HOMDEL	1	135	0.7%	No
CAMKV		3p21.31	HOMDEL	1	135	0.7%	No
ZNF775		7q36.1	AMP	1	135	0.7%	No
MINPP1		10q23.2	AMP	1	135	0.7%	No
PRDM16-DT	2.952e-4	1p36.32	HOMDEL	3	135	2.2%	No
ANKRD33B		5p15.2	AMP	6	135	4.4%	No
MAP2K1		15q22.31	AMP	1	135	0.7%	Yes
FCRL2		1q23.1	AMP	2	135	1.5%	No
RNY4P20		6q25.1	HOMDEL	1	135	0.7%	No
CD1E		1q23.1	AMP	2	135	1.5%	No
FAM229B		6q21	HOMDEL	1	135	0.7%	No
MCPH1		8p23.1	HOMDEL	1	135	0.7%	No
OR11H4		14q11.2	HOMDEL	1	135	0.7%	No
USP17L24	1.297e-1	4p16.1	HOMDEL	1	135	0.7%	No
ADAMTSL4-AS1	3.200e-5	1q21.2	AMP	3	135	2.2%	No
H4C3		6p22.2	AMP	1	135	0.7%	No
SUZ12P1		17q11.2	HOMDEL	1	135	0.7%	No
PPFIA4		1q32.1	AMP	1	135	0.7%	No
OR4F13P	5.804e-3	15q26.3	AMP	2	135	1.5%	No
OXGR1	2.830e-4	13q32.1	AMP	3	135	2.2%	No
TAF1D		11q21	AMP	2	135	1.5%	No
CAPN15		16p13.3	HOMDEL	1	135	0.7%	No
RNU4-1		12q24.31	AMP	25	135	18.5%	No
ZEB1		10p11.22	AMP	1	135	0.7%	No
TPM4		19p13.12-p13.11	HOMDEL	2	135	1.5%	Yes
HPF1		4q33	HOMDEL	4	135	3.0%	No
ETDB		Xq26.3	HOMDEL	1	135	0.7%	No
SLC30A8		8q24.11	AMP	4	135	3.0%	No
PHF13	2.952e-4	1p36.31	HOMDEL	3	135	2.2%	No
SLC6A20		3p21.31	HOMDEL	1	135	0.7%	No
MAP2K2		19p13.3	AMP	1	135	0.7%	Yes
TPM1		15q22.2	AMP	1	135	0.7%	No
FOLH1B		11q14.3	HOMDEL	1	135	0.7%	No
TFPI	1.296e-2	2q32.1	AMP	2	135	1.5%	No
PUM1		1p35.2	AMP	1	135	0.7%	No
CD2		1p13.1	AMP	1	135	0.7%	No
IBA57		1q42.13	AMP	2	135	1.5%	No
LRRK2		12q12	AMP	1	135	0.7%	Yes
FAM72C		1q21.1	AMP	4	135	3.0%	No
FARP2	3.466e-41	2q37.3	HOMDEL	4	135	3.0%	No
CRACDL		2q11.2	AMP	1	135	0.7%	No
H4C5		6p22.2	AMP	2	135	1.5%	No
MBNL2	2.830e-4	13q32.1	AMP	3	135	2.2%	No
SERTAD4		1q32.2	HOMDEL	1	135	0.7%	No
SDR16C5		8q12.1	AMP	1	135	0.7%	No
RN7SL116P		20q11.23	AMP	3	135	2.2%	No
THOP1		19p13.3	HOMDEL	3	135	2.2%	No
SLITRK4		Xq27.3	AMP	4	135	3.0%	No
TFR2		7q22.1	AMP	2	135	1.5%	No
TPM2		9p13.3	AMP	1	135	0.7%	No
TRAM2		6p12.2	AMP	2	135	1.5%	No
MEG8		14q32.31	AMP	2	135	1.5%	No
MND1		4q31.3	HOMDEL	3	135	2.2%	No
LINC00608		2q35	HOMDEL	2	135	1.5%	No
PTGIR		19q13.32	AMP	2	135	1.5%	No
ZRSR2		Xp22.2	AMP	1	135	0.7%	Yes
CNTN2		1q32.1	HOMDEL	1	135	0.7%	No
H4C2		6p22.2	AMP	1	135	0.7%	No
STX1A		7q11.23	AMP	2	135	1.5%	No
CHRNA2		8p21.2	HOMDEL	1	135	0.7%	No
NAP1L6P		Xq13.2	AMP	1	135	0.7%	No
TFRC		3q29	AMP	25	135	18.5%	Yes
GTPBP1		22q13.1	AMP	1	135	0.7%	No
PEAR1		1q23.1	AMP	2	135	1.5%	No
SNORD27		11q12.3	AMP	3	135	2.2%	No
MAP2K5		15q23	AMP	1	135	0.7%	No
IER2		19p13.13	HOMDEL	2	135	1.5%	No
TBX15	1.281e-2	1p12	HOMDEL	1	135	0.7%	No
H4C7		6p22.2	AMP	2	135	1.5%	No
OR2J2		6p22.1	AMP	2	135	1.5%	No
DSCR4		21q22.13	AMP	2	135	1.5%	No
PGM5		9q21.11	HOMDEL	1	135	0.7%	No
SUFU		10q24.32	HOMDEL	1	135	0.7%	Yes
CHEK2P2		15q11.1	AMP	1	135	0.7%	No
MAGEB17		Xp22.2	AMP	1	135	0.7%	No
SNORD28		11q12.3	AMP	1	135	0.7%	No
RN7SL96P	9.994e-2	2p22.1	AMP	3	135	2.2%	No
CERKL	1.296e-2	2q31.3	AMP	3	135	2.2%	No
TG		8q24.22	AMP	6	135	4.4%	No
RIMS2		8q22.3	AMP	6	135	4.4%	No
MAP2K6		17q24.3	AMP	3	135	2.2%	No
SP140L	3.466e-41	2q37.1	HOMDEL	4	135	3.0%	No
CCDC102A	1.727e-2	16q21	HOMDEL	1	135	0.7%	No
H4C13		6p22.1	AMP	2	135	1.5%	No
BET1		7q21.3	AMP	2	135	1.5%	No
CYP26A1		10q23.33	HOMDEL	1	135	0.7%	No
RNA5SP166		4q31.23	HOMDEL	3	135	2.2%	No
ABCB6		2q35	AMP	1	135	0.7%	No
SPIN2A		Xp11.21	HOMDEL	1	135	0.7%	No
RAB40A		Xq22.2	AMP	1	135	0.7%	No
ARID1A	2.952e-4	1p36.11	HOMDEL	2	135	1.5%	Yes
FKBP3		14q21.2	AMP	2	135	1.5%	No
EIF1B		3p22.1	HOMDEL	1	135	0.7%	No
TIGD4		4q31.3	HOMDEL	4	135	3.0%	No
CHAF1A		19p13.3	HOMDEL	3	135	2.2%	No
DIO3	8.624e-4	14q32.31	HOMDEL	1	135	0.7%	No
RAD9A		11q13.2	AMP	3	135	2.2%	No
MTRF1L		6q25.2	AMP	1	135	0.7%	No
KRT16P3		17p11.2	HOMDEL	1	135	0.7%	No
MARS2		2q33.1	HOMDEL	1	135	0.7%	No
FAF1		1p32.3	AMP	1	135	0.7%	Yes
TP53TG1		7q21.12	AMP	2	135	1.5%	No
GOLGA8J		15q13.2	AMP	1	135	0.7%	No
KAAG1		6p22.3	AMP	1	135	0.7%	No
ELMOD2		4q31.1	HOMDEL	2	135	1.5%	No
PPP2R3B		Xp22.3 and Yp11.3	AMP	1	135	0.7%	No
MATN1		1p35.2	HOMDEL	1	135	0.7%	No
NBN		8q21.3	AMP	2	135	1.5%	Yes
F7	2.830e-4	13q34	AMP	3	135	2.2%	No
MMAA		4q31.21	AMP	1	135	0.7%	No
DVL1	2.952e-4	1p36.33	HOMDEL	3	135	2.2%	No
PTPRT		20q12-q13.11	AMP	3	135	2.2%	Yes
HRH3		20q13.33	AMP	3	135	2.2%	No
ZNF879		5q35.3	HOMDEL	1	135	0.7%	No
CD247		1q24.2	AMP	1	135	0.7%	No
SNORD82	3.466e-41	2q37.1	HOMDEL	4	135	3.0%	No
ZNF334		20q13.12	AMP	1	135	0.7%	No
GIGYF2	3.466e-41	2q37.1	HOMDEL	4	135	3.0%	No
CASP5	1.076e-32	11q22.3	HOMDEL	4	135	3.0%	No
LAMB3		1q32.2	HOMDEL	1	135	0.7%	No
IGFBP2		2q35	AMP	1	135	0.7%	No
H2BP1		1p11.2	AMP	4	135	3.0%	No
RNU6ATAC13P		4q33	HOMDEL	4	135	3.0%	No
RHOBTB3		5q15	HOMDEL	1	135	0.7%	No
ITLN2		1q23.3	AMP	2	135	1.5%	No
KANK2		19p13.2	HOMDEL	2	135	1.5%	No
PLAAT5		11q12.3	AMP	1	135	0.7%	No
TP53INP2		20q11.22	AMP	3	135	2.2%	No
RNA5SP463		19p13.2	HOMDEL	3	135	2.2%	No
CRISP2		6p12.3	AMP	2	135	1.5%	No
TSNARE1		8q24.3	AMP	8	135	5.9%	No
NUBP1		16p13.13	AMP	3	135	2.2%	No
USP51		Xp11.21	HOMDEL	1	135	0.7%	No
GOLGA8H		15q13.2	HOMDEL	1	135	0.7%	No
BSG		19p13.3	HOMDEL	5	135	3.7%	No
ALYREF		17q25.3	AMP	1	135	0.7%	No
H2AW		1q42.13	HOMDEL	2	135	1.5%	No
MSANTD1	1.297e-1	4p16.3	HOMDEL	2	135	1.5%	No
TC2N	8.624e-4	14q32.12	HOMDEL	1	135	0.7%	No
SHD		19p13.3	HOMDEL	3	135	2.2%	No
UNC93A	9.848e-5	6q27	HOMDEL	2	135	1.5%	No
RAD21		8q24.11	AMP	4	135	3.0%	Yes
TNK2		3q29	AMP	25	135	18.5%	No
CWF19L2		11q22.3	AMP	1	135	0.7%	No
SAE1		19q13.32	AMP	2	135	1.5%	No
CEACAM7		19q13.2	AMP	1	135	0.7%	No
ODAD3		19p13.2	AMP	1	135	0.7%	No
DDX4		5q11.2	AMP	1	135	0.7%	Yes
SRPRB		3q22.1	AMP	9	135	6.7%	No
EN2		7q36.3	AMP	2	135	1.5%	No
F5		1q24.2	AMP	1	135	0.7%	No
TGIF1		18p11.31	AMP	5	135	3.7%	No
BTN2A1		6p22.2	AMP	2	135	1.5%	No
ABCC5		3q27.1	AMP	23	135	17.0%	No
C2ORF66	1.296e-2	2q33.1	AMP	4	135	3.0%	No
SLC11A1		2q35	HOMDEL	2	135	1.5%	No
SCYL3		1q24.2	AMP	1	135	0.7%	No
RNA5SP500		Xp21.3	HOMDEL	1	135	0.7%	No
IGFALS		16p13.3	AMP	1	135	0.7%	No
RALGAPB		20q11.23	AMP	3	135	2.2%	No
DDX11L10		16p13.3	HOMDEL	1	135	0.7%	No
RAD23A	1.049e-1	19p13.13	AMP	2	135	1.5%	No
MIEF2		17p11.2	HOMDEL	1	135	0.7%	No
PTK6		20q13.33	AMP	3	135	2.2%	Yes
PRM2		16p13.13	AMP	3	135	2.2%	No
ABRA		8q23.1	AMP	5	135	3.7%	No
CEACAM8		19q13.2	AMP	1	135	0.7%	No
NEGR1		1p31.1	AMP	1	135	0.7%	Yes
SFRP2		4q31.3	HOMDEL	3	135	2.2%	Yes
TGM1		14q12	AMP	1	135	0.7%	No
AMN		14q32.32	AMP	2	135	1.5%	No
PREPL	9.994e-2	2p21	AMP	2	135	1.5%	No
METTL2A		17q23.2	AMP	1	135	0.7%	No
TRIM60		4q32.3	AMP	1	135	0.7%	No
RNPEPL1		2q37.3	AMP	1	135	0.7%	No
SLC8A2	2.751e-2	19q13.32	HOMDEL	1	135	0.7%	No
CRYBG1		6q21	HOMDEL	1	135	0.7%	No
CEACAM6		19q13.2	AMP	1	135	0.7%	No
SLC35F1		6q22.2-q22.31	HOMDEL	1	135	0.7%	No
SPATA46		1q23.3	AMP	3	135	2.2%	No
ZNF433		19p13.2	AMP	1	135	0.7%	No
DEFB110		6p12.3	AMP	2	135	1.5%	No
PTK7		6p21.1	AMP	2	135	1.5%	Yes
PRNP		20p13	AMP	1	135	0.7%	No
PTGES3L		17q21.31	AMP	1	135	0.7%	No
COX10		17p12	HOMDEL	1	135	0.7%	No
SULT2B1		19q13.33	AMP	2	135	1.5%	No
TGM2		20q11.23	AMP	3	135	2.2%	No
SOX13		1q32.1	AMP	1	135	0.7%	No
KIAA1143		3p21.31	HOMDEL	1	135	0.7%	No
CMTM5		14q11.2	AMP	4	135	3.0%	No
