nodes	pvals	fdrs	x0	xss_t	dataset
FUCA1	0.201	0.251529788418708	0	0.00882204980863065	HIV_preys
GPHB5	0.8144	0.839568373373087	0	0.0107682783040336	HIV_preys
GRIK3	0	0	0	0.0159322505918857	HIV_preys
GRIK4	0	0	0	0.0162312559084677	HIV_preys
GSX1	0.4882	0.525493055555556	0	0.000977725425489325	HIV_preys
HCRTR2	0.8237	0.84634127664438	0	0.0105340755954887	HIV_preys
HES1	0.0036	0.0249049634474798	0	0.0180524315597159	HIV_preys
HMG20B	2e-04	0.00201569506726457	0	0.0180301178041872	HIV_preys
HOXA5	0.0692	0.146171992481203	0	0.0130576915687675	HIV_preys
HOXC10	0.0622	0.142694777070064	0	0.00883525236873238	HIV_preys
HOXC4	0.0131	0.0713535292335656	0	0.0187374680987034	HIV_preys
ID4	0.0868	0.157690613317167	0	0.0106464198057724	HIV_preys
IL24	0.0772	0.15122083015579	0	0.0152509602992109	HIV_preys
INSIG1	0.1491	0.204642595419847	0	0.0116810087296357	HIV_preys
INSM1	0.1014	0.168189298892989	0	0.0102085773642761	HIV_preys
INTS13	0.0138	0.0718579643473261	0	0.0191592073028935	HIV_preys
IP6K2	0.0842	0.155576610831364	0	0.0135006114448284	HIV_preys
IRF2BPL	0.0877	0.158222556692755	0	0.010203767301719	HIV_preys
KCNA6	0.436	0.474159559668542	0	0.0126653048540651	HIV_preys
KIR2DL4	0.1318	0.190971391731808	0	0.00830650437228593	HIV_preys
KLF4	0.1056	0.171052972972973	0	0.0146625350168727	HIV_preys
L1CAM	0.0533	0.134736458040977	0	0.0163786639072419	HIV_preys
LHX1	0.1434	0.199948196975572	0	0.0076848456734803	HIV_preys
LRP11	0.1128	0.17616120906801	0	0.0131569691273529	HIV_preys
LSM5	3e-04	0.00291883116883117	0	0.0183931792493868	HIV_preys
LY6E	0.7802	0.806484764861447	0	0.00179429588067388	HIV_preys
MAEA	0.1074	0.172338420348059	0	0.0166474625407345	HIV_preys
MAF	0.106	0.171407500674521	0	0.00759238575352374	HIV_preys
MED13L	0.0024	0.0175485969906466	0	0.0184285912939734	HIV_preys
MEIS1	0.0192	0.0868905109489051	0	0.0183918603870693	HIV_preys
MGST2	0.3194	0.362299665636238	0	0.0112495977737169	HIV_preys
MLLT6	0.0678	0.145321033210332	0	0.0170916304233484	HIV_preys
MNT	0.1193	0.180968024972581	0	0.00730364866704235	HIV_preys
MRPL45	0	0	0	0.0217142548741241	HIV_preys
MS4A7	0.3311	0.373403876309352	0	0.00716654742771162	HIV_preys
MST1	0.1313	0.190569422021311	0	0.007456543557758	HIV_preys
MXI1	0.1161	0.178539001026343	0	0.0129738174960972	HIV_preys
NAGLU	0.1878	0.239512271244148	0	0.013933768516661	HIV_preys
NBPF3	0.0936	0.162053731343284	0	0.00435157347294153	HIV_preys
NDST1	0.3165	0.359781880255421	0	0.0126529439722273	HIV_preys
NIPBL	0.0276	0.104809523809524	0	0.017670406134075	HIV_preys
NR2F1	0.0743	0.14951471740347	0	0.0161102297454724	HIV_preys
NRGN	0.1098	0.174122772975833	0	0.00806939468046557	HIV_preys
NXT2	0.0603	0.140658277114686	0	0.0147564979964698	HIV_preys
OPA3	0.1122	0.17563607870451	0	0.00943830245554526	HIV_preys
OSBPL10	0.1266	0.186855032014448	0	0.0162225209546805	HIV_preys
OTUB2	0.0695	0.146324355971897	0	0.0162290031959036	HIV_preys
PAGR1	0	0	0	0.0183884655062595	HIV_preys
PAX2	0.1848	0.236744139650873	0	0.0120984856846432	HIV_preys
PCOLCE2	0.1372	0.19508548833531	0	0.0186442298083798	HIV_preys
PDZD4	0.1293	0.189070754716981	0	0.0114673267138246	HIV_preys
PHF21A	0	0	0	0.0179122668942237	HIV_preys
PHPT1	0.0534	0.134736458040977	0	0.00950692096037823	HIV_preys
PLAGL2	0.0885	0.15874201915403	0	0.015853846523986	HIV_preys
PLEKHA6	0.0312	0.108927378640777	0	0.0137244220725981	HIV_preys
POLD4	0	0	0	0.0191701500428473	HIV_preys
POTEB	0.1305	0.189960330310881	0	0.00468081503920424	HIV_preys
POU2F1	0	0	0	0.0181666020023603	HIV_preys
PRDM1	0.0401	0.121959704499664	0	0.0171384847549041	HIV_preys
PSD	0.1013	0.16810096908168	0	0.00760148070540424	HIV_preys
PSG5	0.1733	0.226070811869695	0	0.00901940723356975	HIV_preys
PSG9	0.099	0.166341463414634	0	0.015362425627522	HIV_preys
RAB33A	0.1363	0.194359108573241	0	0.0127883990740866	HIV_preys
RABL2A	0.1012	0.167966029723992	0	0.00904980168126665	HIV_preys
RALGAPA2	0.1541	0.209173939302431	0	0.00800450620511422	HIV_preys
RALGAPB	0.1047	0.170347117907882	0	0.0156182083318496	HIV_preys
RBM24	0.0811	0.15313362701909	0	0.01715274376334	HIV_preys
RBM4B	0.038	0.121120368728949	0	0.0184125747573275	HIV_preys
RBMS2	0.0279	0.104809523809524	0	0.00864221840988286	HIV_preys
REPIN1	0.1034	0.169427868404265	0	0.0139511080371029	HIV_preys
RERG	0.1725	0.225337837837838	0	0.00107635986736199	HIV_preys
REV3L	0.0169	0.0789457001818654	0	0.0187012463347478	HIV_preys
RFTN1	0.0928	0.161492837785521	0	0.0111421615511634	HIV_preys
SEC14L1	0.095	0.163282668960902	0	0.0105879983086912	HIV_preys
SERP1	0.218	0.267260330015001	0	0.0136302378237425	HIV_preys
SERPINB2	0.1351	0.193291795973582	0	0.0157945373778108	HIV_preys
SFXN2	0.0711	0.147075241601473	0	0.0106482608245666	HIV_preys
SGK1	0.0298	0.1062260111023	0	0.0179850899936774	HIV_preys
SIK3	0.0708	0.146877120110765	0	0.0119849304454267	HIV_preys
SLC22A8	0.1044	0.170089887640449	0	0.00965895905961854	HIV_preys
SMAP2	0.1279	0.187925308490643	0	0.0145333180040064	HIV_preys
SMG6	0	0	0	0.01902275426334	HIV_preys
SNAI2	0.1158	0.178321685508736	0	0.00760194337183196	HIV_preys
SNX14	0.1418	0.19867248499961	0	0.0130854155821743	HIV_preys
SOBP	0.1025	0.168737410730635	0	0.00205669382804116	HIV_preys
SOGA3	0.0906	0.159939911634757	0	0.00879224728849132	HIV_preys
SORL1	0.1582	0.212572752410134	0	0.0152764015360161	HIV_preys
SOX4	0.023	0.0999130224691955	0	0.0179342132667051	HIV_preys
SPIB	0.0617	0.142026117014467	0	0.00230243434853876	HIV_preys
SPOCK2	0.1374	0.195261776794183	0	0.00224577230883623	HIV_preys
SPON2	0.2256	0.274258823529412	0	0.00814098177478259	HIV_preys
SPRED1	0	0	0	0.0180739486949561	HIV_preys
SQLE	0.2012	0.251674968693474	0	0.01216725140701	HIV_preys
SSBP4	0.2157	0.265127563576702	0	0.0110059040506479	HIV_preys
SYT12	0.2123	0.261951276420533	0	0.0113946805665612	HIV_preys
TACC1	0.0586	0.138489484752892	0	0.0181679138634319	HIV_preys
TAF4	0	0	0	0.0186728914448973	HIV_preys
TAF7	0	0	0	0.0186068233421609	HIV_preys
TBX5	0.0932	0.161813055233681	0	0.0114564503847709	HIV_preys
TEAD4	0.0879	0.158345055605651	0	0.0160588589176576	HIV_preys
THBS2	0.0141	0.0721246088193457	0	0.0574435454884525	HIV_preys
THEM5	0.0976	0.165302185380558	0	0.0192854610461115	HIV_preys
TM2D2	0.3385	0.380413150821926	0	0.00838587895864932	HIV_preys
TMEM45B	0.3679	0.408550552776234	0	0.0129744049160764	HIV_preys
TNFSF13B	0.0018	0.0137485131690739	0	0.0192196314789211	HIV_preys
TRAPPC13	0.0848	0.15611597463694	0	0.0173295583289578	HIV_preys
TRPV4	0.0374	0.120749147064105	0	0.0160479726052472	HIV_preys
TSPYL6	0.0666	0.145084200338737	0	0.0171171292473197	HIV_preys
TTC3	0.0496	0.131457547169811	0	0.0148795961998165	HIV_preys
UBE2E1	0	0	0	0.0186406172822091	HIV_preys
URB1-AS1	0.1111	0.174796814840742	0	0.0130047005399491	HIV_preys
USP1	0.0159	0.0761134185303514	0	0.0185737244662027	HIV_preys
VEZT	0.0512	0.133185185185185	0	0.0164539379772403	HIV_preys
VLDLR	0.1229	0.183991840133222	0	0.0143296929136823	HIV_preys
VWCE	0.0522	0.133907262091597	0	0.0233817431224247	HIV_preys
WDR26	0.0398	0.121959704499664	0	0.0179847646262804	HIV_preys
WEE1	0.0387	0.121860945709282	0	0.0187994254219214	HIV_preys
WSB1	0	0	0	0.0200431271303526	HIV_preys
ZBTB25	0.1217	0.183048853940104	0	0.0147480835254818	HIV_preys
ZBTB4	0.0536	0.134862580464596	0	0.0125019050145339	HIV_preys
ZCCHC14	0.1244	0.185112306546387	0	0.00833818327229135	HIV_preys
ZEB1	0.0835	0.154904044572844	0	0.0144477030503418	HIV_preys
ZEB2	0.065	0.144309949451362	0	0.0169387579546122	HIV_preys
ZFP91	0	0	1	0.0197274140597558	HIV_preys
ZFX	0.0503	0.13214406779661	0	0.00581941780970972	HIV_preys
ZMYM2	5e-04	0.00461262185736275	0	0.0159707639384535	HIV_preys
ZNF281	0.0269	0.104809523809524	0	0.0184950132352732	HIV_preys
ZNF451	0.0502	0.131997075168178	0	0.0168278383048608	HIV_preys
ZNF521	0.0773	0.151235473340588	0	0.0150995938938959	HIV_preys
ZNF552	0.0605	0.140814239482201	0	0.0146670060501775	HIV_preys
ZNF710	0.2928	0.337773899653535	0	0.00839366632828831	HIV_preys
CLCN1	0.4868	0.524111616766467	0	0.00841676505520476	HIV_preys
EIF4H	0	0	0	0.0193778870088751	HIV_preys
GCH1	0.1095	0.173846357615894	0	0.0168451459783954	HIV_preys
GINS2	0.0942	0.162529123884464	0	0.0167629339525231	HIV_preys
GSTK1	0.0012	0.00969707865168539	0	0.0202006221149588	HIV_preys
GTF3C2	2e-04	0.00201569506726457	0	0.0192008881571708	HIV_preys
PHLDA3	0.0103	0.0619585145533623	0	0.0216314872647196	HIV_preys
POLD3	0	0	0	0.019087309237076	HIV_preys
RAB27B	0.1986	0.249289863166713	0	0.0107220464725742	HIV_preys
RABIF	0.1569	0.211489766849089	0	0.0143753679627782	HIV_preys
RBMX	0	0	0	0.0182429239773219	HIV_preys
SCHIP1	0.0838	0.155188381913688	0	0.0200823557616075	HIV_preys
STK24	0.0519	0.133652535090232	0	0.0174829297096463	HIV_preys
TARS2	0.0433	0.123537607108854	0	0.0184664638377723	HIV_preys
UHRF1	0.001	0.00833178869323448	0	0.0183177693850024	HIV_preys
DDX31	0.14	0.197272727272727	0	0.0157573516051557	HIV_preys
VKORC1	0.1018	0.168459176167709	0	0.0146585400535375	HIV_preys
AHSP	0.1434	0.199948196975572	0	0.00912106670480935	HIV_preys
CLVS1	0.0815	0.153345542067811	0	0.0122644377913974	HIV_preys
MYZAP	0.1411	0.19803122316759	0	0.0132098893064526	HIV_preys
POLR2M	0.1082	0.172835465529495	0	0.0170601143661982	HIV_preys
TMEM165	0.0901	0.159794634050109	0	0.0138883705673706	HIV_preys
ZC3H12A	0.0699	0.146343968327899	0	0.0139408614919526	HIV_preys
ZNF20	0.0917	0.160714104688566	0	0.0142967389839618	HIV_preys
EXOSC6	0	0	0	0.0200679569231918	HIV_preys
HERPUD2	0.1602	0.214378981839833	0	0.0124807265869796	HIV_preys
TDG	0.0896	0.159395270604532	0	0.0140392737004899	HIV_preys
TK2	0.0794	0.152116355887054	0	0.00913560560356269	HIV_preys
UCK1	0.1721	0.224995128335636	0	0.00437204332442072	HIV_preys
UCKL1	0.0963	0.164323241909462	0	0.0131418291183294	HIV_preys
ZMIZ2	0.1724	0.225256304047671	0	0.0121334155098371	HIV_preys
AIDA	0.0783	0.151510331467929	0	0.0137299786722587	HIV_preys
EMSY	0.0985	0.165951086956522	0	0.0171524353575558	HIV_preys
FAM118A	0.1167	0.178971852610031	0	0.011736921295232	HIV_preys
TMEM185A	0.2818	0.327437249579941	0	0.0129336773803387	HIV_preys
HSFY1	0.1193	0.180968024972581	0	0.0142400208408428	HIV_preys
HSFY2	0.1193	0.180968024972581	0	0.0142400208408426	HIV_preys
TSEN15	0.1484	0.204071281070746	0	0.014196250927886	HIV_preys
APOOL	0.0712	0.147129755200552	0	0.0192549599142863	HIV_preys
ATPAF1	0.0315	0.109337837837838	0	0.024900707027017	HIV_preys
BCS1L	0.0919	0.160845128005451	0	0.0182305547506988	HIV_preys
BLNK	0	0	0	0.0156037650479338	HIV_preys
BLVRA	0.1048	0.170448123021257	0	0.0178571526854133	HIV_preys
C17orf75	0.1031	0.169229322621873	0	0.0131748437314238	HIV_preys
CCDC113	0.0758	0.150511761457758	0	0.012520428283547	HIV_preys
CCDC13	0.0436	0.123745540647198	0	0.016791363680831	HIV_preys
CMC4	0.0638	0.143498123592695	0	0.00977579256626493	HIV_preys
COA6	0.0313	0.109064728682171	0	0.018855541615679	HIV_preys
COX17	0.0543	0.135017839856175	0	0.0167566582757728	HIV_preys
COX19	0.0694	0.146216545582376	0	0.00887349626117431	HIV_preys
COX5A	0.0025	0.018227899432279	1	0.0281039305512773	HIV_preys
COX5B	0.0051	0.033724898859875	0	0.0211324542769117	HIV_preys
COX6C	0.0214	0.0945385749385749	0	0.0278735007157494	HIV_preys
CPOX	0.0289	0.105464176983966	0	0.0195444726921108	HIV_preys
DDX60	0.0152	0.0740438905445679	0	0.0192918163943322	HIV_preys
DNAJC11	0.0451	0.125623237800155	0	0.0182643560150841	HIV_preys
ENDOG	0.0787	0.151615343405122	0	0.0161954835646186	HIV_preys
FAM91A1	0.0656	0.144509679000245	0	0.0159296012280267	HIV_preys
GFER	0.1445	0.200983213429257	0	0.0171223783093765	HIV_preys
GLRA3	0.5257	0.561754784262451	0	0.00721790759745103	HIV_preys
IRAK1	9e-04	0.0076222326895902	0	0.0161162737295065	HIV_preys
LETM1	0.0151	0.0738368234974164	0	0.0194170715548859	HIV_preys
MRPL18	0	0	0	0.0220263349550361	HIV_preys
MRPS24	1e-04	0.00106833036244801	0	0.0217486242792599	HIV_preys
MRPS31	0	0	0	0.0214001881333153	HIV_preys
MTX2	0.0586	0.138489484752892	0	0.0200456991011828	HIV_preys
NCOA5	0.054	0.134993212356282	0	0.0177141104393855	HIV_preys
OMA1	0.1058	0.171222682268227	0	0.0172891523958057	HIV_preys
PPTC7	0.0389	0.121951304347826	0	0.0185607910914747	HIV_preys
RALGPS2	0.0167	0.0783166405842462	0	0.0212185666941836	HIV_preys
SCO2	0.0286	0.105073150796894	0	0.0195738403579879	HIV_preys
SGPL1	0.0396	0.121959704499664	1	0.0205971234931494	HIV_preys
SLC25A23	0.083	0.154294871794872	0	0.0138468222767428	HIV_preys
SLC25A25	0.0634	0.143225530845584	0	0.0149478881458973	HIV_preys
SLK	0.0263	0.104809523809524	0	0.0151272488453222	HIV_preys
SMIM12	0.0515	0.13342507204611	0	0.0160020747136021	HIV_preys
SURF6	0.0126	0.070291033198883	0	0.0196237505242114	HIV_preys
TACO1	0.0301	0.106766226080095	0	0.0181039732071855	HIV_preys
TDRKH	0.1385	0.196034794930331	0	0.014788170473112	HIV_preys
TIMM8B	0.0277	0.104809523809524	0	0.0240060205240988	HIV_preys
TOR1AIP1	0.0685	0.145806795311945	0	0.017861795568706	HIV_preys
TRMT10C	0.0933	0.161861636433809	0	0.0186435799799344	HIV_preys
TST	0.0909	0.160060914699834	0	0.00609945690547262	HIV_preys
TUBA3E	0.0656	0.144509679000245	0	0.0190323872974991	HIV_preys
VPS50	0.0345	0.115213595839525	0	0.0180062839402442	HIV_preys
VPS51	1e-04	0.00106833036244801	0	0.0189782842876613	HIV_preys
VPS53	6e-04	0.00539130434782609	0	0.0186188588370111	HIV_preys
VPS54	0.0251	0.104616947587162	0	0.0196663348765172	HIV_preys
WWC1	0.043	0.123448188175461	0	0.0183591612916695	HIV_preys
YME1L1	0.0606	0.140882854926299	0	0.0197910617555152	HIV_preys
ZNF462	0.0359	0.117917793204238	0	0.0199856824992268	HIV_preys
AIFM2	0.0821	0.153862622472379	0	0.00820829283666113	HIV_preys
CNPY4	0.2153	0.264780711354309	0	0.00473238357305891	HIV_preys
TRIM69	0.0724	0.148229560464587	0	0.0171221861360445	HIV_preys
WHAMMP3	0.043	0.123448188175461	0	0.0166103814152205	HIV_preys
AIG1	0.2425	0.290424965030307	0	0.0139653370441127	HIV_preys
APOL2	0.1237	0.184544142051112	0	0.0152299423398914	HIV_preys
CCL4L1	0.412	0.450374513618677	0	0.0132908464366654	HIV_preys
CCL4L2	0.4115	0.449855292758558	0	0.0132908464366655	HIV_preys
CLDN7	0.2888	0.334081194106672	0	0.0137935939068132	HIV_preys
LAPTM5	0.0958	0.163765354630158	0	0.0157885520381186	HIV_preys
LIME1	0.1682	0.221231602048281	0	0.0149372151988352	HIV_preys
LYVE1	0.325	0.367723868856586	0	0.00962402809751137	HIV_preys
MEP1B	0.3207	0.363567843631778	0	0.0112722639483923	HIV_preys
MRM3	0.0389	0.121951304347826	0	0.0186904492518724	HIV_preys
PDZK1IP1	0.3413	0.382937535101404	0	0.0134355583227333	HIV_preys
THBD	0.3325	0.374771188565697	0	0.0117044745066645	HIV_preys
BEND3	0.0565	0.136817508417508	0	0.0162288031153883	HIV_preys
CTCF	2e-04	0.00201569506726457	0	0.0182797110859874	HIV_preys
DNAJC9	0.0253	0.104693670886076	0	0.0185226321176141	HIV_preys
FOXC1	0.0014	0.0110841039189784	1	0.0264436214270818	HIV_preys
HIRA	0.0057	0.0372405523255814	0	0.0185055217893312	HIV_preys
MBD1	0.0177	0.0817902852737086	0	0.016175925113515	HIV_preys
NKX2-4	0.0909	0.160060914699834	0	0.00287145205863562	HIV_preys
PHF14	0.0501	0.131985054945055	0	0.0171222972165406	HIV_preys
RCN2	0.0028	0.0200174950298211	0	0.0190391734560556	HIV_preys
SAMD1	0.0124	0.0699347553324969	0	0.0293656130430007	HIV_preys
SUGP2	0.0413	0.122597655605085	0	0.0178917537100393	HIV_preys
TRIM11	0.048	0.129468946894689	0	0.0180988954118907	HIV_preys
VRK3	0.0568	0.136972103004292	0	0.0195818560553255	HIV_preys
ZBTB39	0.0348	0.115742508324084	0	0.0145931172567216	HIV_preys
ZNF646	0.1065	0.171691024836367	0	0.0136773098034407	HIV_preys
ZNF740	0.0656	0.144509679000245	0	0.0101246227488881	HIV_preys
ZSCAN25	0.0839	0.155277611940299	0	0.0156585030805514	HIV_preys
STK38L	0.0697	0.146339085820896	0	0.0171488198338864	HIV_preys
TRIM50	4e-04	0.0037753280839895	0	0.0184046490532924	HIV_preys
ANKRD36BP1	0.0678	0.145321033210332	0	0.0163548775921618	HIV_preys
BEX3	0.1021	0.168619270689814	0	0.0151437181897105	HIV_preys
BLOC1S4	0.1208	0.182244000671254	0	0.0178626952238658	HIV_preys
BYSL	0.0016	0.0124321521175454	0	0.0173868601261752	HIV_preys
C1orf131	0.0635	0.143307392996109	0	0.0115031689543681	HIV_preys
CCDC153	0.0624	0.142789072426938	0	0.0150318929317251	HIV_preys
CEP126	0.009	0.0553798767967146	0	0.017634174402833	HIV_preys
EXOC8	0.0161	0.0766220222339862	0	0.0166881958965586	HIV_preys
ICE1	0	0	0	0.0193024781014978	HIV_preys
PIN4	0.0134	0.0716419863217366	0	0.0204424768399032	HIV_preys
SBK3	0.0604	0.140745463970969	0	0.0122031830084207	HIV_preys
SPATA18	0.0299	0.106329509493671	0	0.0138728395923321	HIV_preys
TCP11	0.0775	0.151262792714657	0	0.0107150687246289	HIV_preys
TEX12	0.0468	0.127882066869301	0	0.0177550671100099	HIV_preys
VPS35	0.036	0.118138346413579	0	0.017944697772222	HIV_preys
ZGPAT	0.0538	0.134893878120206	0	0.0163327256526373	HIV_preys
DNAAF2	0.1219	0.183181111575428	0	0.0159175848548751	HIV_preys
BLM	0	0	0	0.0183582687455936	HIV_preys
FKBP15	0.1054	0.170929196356093	0	0.0163589210873364	HIV_preys
MIOS	0.1565	0.211172232645403	0	0.0164393531049775	HIV_preys
NUB1	1e-04	0.00106833036244801	0	0.0195401994235115	HIV_preys
PATZ1	0.0676	0.145321033210332	0	0.0155416813102951	HIV_preys
PLSCR3	0.201	0.251529788418708	0	0.0135109977833784	HIV_preys
TXNL4B	0.1092	0.173615350605712	0	0.00999875136846846	HIV_preys
WDR24	0.1562	0.210909882847702	0	0.0145162900791379	HIV_preys
NEU4	0.2251	0.273854658637256	0	0.0122020213112448	HIV_preys
PRAMEF10	0.0784	0.151557036877755	0	0.00196476271216867	HIV_preys
ULK3	0.0551	0.135749246368868	0	0.0149382730878586	HIV_preys
CCDC87	0.0499	0.131844526083762	0	0.0114022347732599	HIV_preys
CHD6	0.0583	0.138252967554735	0	0.0120535917234697	HIV_preys
CPA4	0.1883	0.239979727814006	0	0.012600933494693	HIV_preys
CTSH	0.0807	0.152976910911966	0	0.0156299185950243	HIV_preys
ETFDH	0.3161	0.359440804452315	0	0.00722803361253723	HIV_preys
FBXO3	1e-04	0.00106833036244801	1	0.5121340421119	HIV_preys
GDPD3	0.5213	0.557251724137931	0	0.00524844834207551	HIV_preys
KRTAP3-3	0.1999	0.250467038327526	0	0.0140251647145763	HIV_preys
SDR9C7	0.2641	0.310787224294784	0	0.00991109776378536	HIV_preys
VPS29	0.09	0.159759107513081	0	0.017715905556892	HIV_preys
EPAS1	0.0495	0.131405580983316	0	0.0182715196379275	HIV_preys
EXOC3-AS1	0.0776	0.151262792714657	0	0.00974333552995592	HIV_preys
GFI1	0.0346	0.115354719080289	0	0.0151427841168772	HIV_preys
HIF3A	0.0489	0.13064219910847	0	0.0204819049712374	HIV_preys
LATS1	0.0093	0.0568755102040816	0	0.0180867215852375	HIV_preys
RXRG	0.1626	0.216462905375389	0	0.0143103667537171	HIV_preys
TEKT3	0.0209	0.0927169997532692	0	0.0221044886797601	HIV_preys
ZNF512B	0.0255	0.104809523809524	0	0.0172950120418322	HIV_preys
ATP6V0E2	0.1821	0.234136012585812	0	0.0152876157940717	HIV_preys
GPR161	0.0234	0.101186147186147	0	0.0161531699618925	HIV_preys
IFT122	0.0324	0.110814533003614	0	0.0165306459066016	HIV_preys
PCF11	0	0	0	0.0188362730844198	HIV_preys
RAB11FIP2	0.0254	0.10479394217531	0	0.0178764293247096	HIV_preys
TMEM54	0.2644	0.311099535370722	0	0.0111367778150649	HIV_preys
TTC21B	0.0487	0.130515128931286	0	0.0162190156991908	HIV_preys
UTP4	2e-04	0.00201569506726457	0	0.0195934415428714	HIV_preys
WDR35	0.0398	0.121959704499664	0	0.0164603048362575	HIV_preys
ATP5MF	0.0506	0.132275079965106	0	0.0182650349410888	HIV_preys
MAP9	0.0215	0.0948405299313052	0	0.0111640089112212	HIV_preys
SBF2	0.0948	0.16311043062201	0	0.0160553341916895	HIV_preys
TELO2	0.0241	0.102950344499881	0	0.0197374812393538	HIV_preys
USP26	0.0302	0.106952137088832	0	0.00837655790867498	HIV_preys
ENTPD6	0.0291	0.105593945509586	0	0.0138800703972652	HIV_preys
HNRNPUL2	0.0134	0.0716419863217366	0	0.0202974374652945	HIV_preys
POLR3K	0.0358	0.117739893908908	0	0.0189378322088319	HIV_preys
TUT4	0.0658	0.144648979092799	0	0.0147995569752923	HIV_preys
ATF6B	0.1699	0.222880636217715	0	0.0111904567241303	HIV_preys
WDR45B	0.1072	0.172248078641644	0	0.0162774197200424	HIV_preys
RNF114	0.0452	0.125668161434978	0	0.0185283264357121	HIV_preys
STRN4	0.082	0.153787420465213	0	0.0165000359520543	HIV_preys
TRIM46	0.0623	0.142694777070064	0	0.0151225594108818	HIV_preys
AK6	0.117	0.179217924689044	0	0.0144005801516547	HIV_preys
ELF3	0.0388	0.121940919419682	0	0.0211426302038482	HIV_preys
GALNT6	0.5106	0.546756476683938	0	0.0124912812924052	HIV_preys
RBM48	0.0288	0.105270176865217	0	0.0172547663197142	HIV_preys
TADA1	0.038	0.121120368728949	0	0.0183456529384035	HIV_preys
TAF5	0	0	0	0.0190723508834334	HIV_preys
TAF7L	0.001	0.00833178869323448	0	0.0192997237421555	HIV_preys
TAF8	1e-04	0.00106833036244801	0	0.0189290720246633	HIV_preys
TFEB	0.0762	0.150656050955414	0	0.0169335912855723	HIV_preys
TRPC5	2e-04	0.00201569506726457	0	0.0160639673973644	HIV_preys
ZC3H14	0.0294	0.105849131909798	0	0.0183941222304963	HIV_preys
ALKBH3	0.1073	0.172316362986781	0	0.0112856129751413	HIV_preys
CNTF	0.1608	0.214957918215613	0	0.0130726669464155	HIV_preys
PRMT6	0.019	0.086137165910237	0	0.0170314076872501	HIV_preys
SYT17	0.0726	0.148284448483472	0	0.0164792046516682	HIV_preys
AK9	0.1025	0.168737410730635	0	0.00857345555672891	HIV_preys
C5orf34	0.1152	0.177900541097655	0	0.0131393765058533	HIV_preys
EXOG	0.0641	0.14386693296717	0	0.0216455161882586	HIV_preys
LRRC23	0.1353	0.193531742243437	0	0.00186230660927944	HIV_preys
AKAIN1	0.2539	0.301129419525066	0	0.00115145992113809	HIV_preys
ROPN1	0.185	0.236899081262018	0	0.0144400654354189	HIV_preys
AKAP11	0.0692	0.146171992481203	0	0.017032610699936	HIV_preys
CRAMP1	0.1419	0.198766126519165	0	0.0113386044945485	HIV_preys
DCLRE1C	3e-04	0.00291883116883117	0	0.0184644587835112	HIV_preys
DNA2	0	0	0	0.0186985492388833	HIV_preys
ERMAP	0.1072	0.172248078641644	0	0.0119796237852643	HIV_preys
KLHL28	0.1019	0.168459176167709	0	0.0114989561437117	HIV_preys
SFRP4	0.0241	0.102950344499881	0	0.023300797229553	HIV_preys
TSPYL1	0.0305	0.10756963515104	0	0.0218827488695218	HIV_preys
DYNLRB1	0.0469	0.12805801063022	0	0.0171311974490672	HIV_preys
SPRTN	0.0665	0.145084200338737	0	0.0168407956734079	HIV_preys
MAP3K20	0.1338	0.192319449996003	0	0.0161585670688411	HIV_preys
PRKCH	0.0131	0.0713535292335656	0	0.0152839042424681	HIV_preys
AKAP14	0.1395	0.196969530391079	0	0.0109414540475626	HIV_preys
ARL5B	0.1719	0.224815391329648	0	0.012386651961911	HIV_preys
EFCAB7	0.1454	0.201704498109714	0	0.0068234829621755	HIV_preys
ANKRD36B	0.0778	0.151390043290043	0	0.0154189223807561	HIV_preys
BTN2A1	0.1672	0.22031923781605	0	0.0148460316690204	HIV_preys
HMGXB4	0.0399	0.121959704499664	0	0.0177222694781342	HIV_preys
NKAP	0.0394	0.121959704499664	0	0.0182448270466307	HIV_preys
NOS1AP	0.101	0.167757967667437	0	0.0168735331664238	HIV_preys
SRRM4	0.1156	0.178273265288618	0	0.0162271666546972	HIV_preys
TRPM3	9e-04	0.0076222326895902	0	0.0164342416152597	HIV_preys
LARP4	0.0278	0.104809523809524	0	0.016505756173945	HIV_preys
NPAS1	0.1162	0.178570598290598	0	0.0125763952348716	HIV_preys
BRAP	0.1757	0.22838967611336	0	0.0143155112126325	HIV_preys
ROPN1L	0.1729	0.225729160615742	0	0.00323540997260133	HIV_preys
FSIP2	0.0401	0.121959704499664	0	0.00346127390991021	HIV_preys
GLI4	0.0974	0.165150132025651	0	0.00335987904997276	HIV_preys
KCNJ2	0.3591	0.400311116622233	0	0.0133402180434524	HIV_preys
MRPL43	0	0	0	0.0220459232581549	HIV_preys
OTUD6B	0.0938	0.16219696095403	0	0.0103949644709882	HIV_preys
PPP3CC	0.1582	0.212572752410134	0	0.0151648184358332	HIV_preys
PPP3R2	0.0532	0.134685440720924	0	0.0165420525079197	HIV_preys
RBMXL1	0.0228	0.0993081395348837	0	0.0182515865820986	HIV_preys
ROBO2	0.1194	0.181058615164038	0	0.0155660439682226	HIV_preys
ROBO3	0.1004	0.167364361208975	0	0.0153273995393617	HIV_preys
RSBN1L	0.0149	0.0733978082191781	0	0.0185173047119461	HIV_preys
RXFP1	0.5294	0.565338955870998	0	0.0117055583333931	HIV_preys
SGMS2	0.0811	0.15313362701909	0	0.0146666544398952	HIV_preys
