Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
TNNT1		19q13.42	AMP	2	129	1.6%	No
PANK4		1p36.32	HOMDEL	1	129	0.8%	No
C14ORF119		14q11.2	AMP	1	129	0.8%	No
ZNF432		19q13.41	AMP	1	129	0.8%	No
EMC3-AS1		3p25.3	HOMDEL	1	129	0.8%	No
AKNAD1		1p13.3	HOMDEL	1	129	0.8%	No
CMTM8		3p22.3	AMP	1	129	0.8%	No
GLCCI1-DT		7p21.3	AMP	1	129	0.8%	No
NRIP1		21q11.2-q21.1	AMP	1	129	0.8%	No
CMTM6		3p22.3	AMP	1	129	0.8%	No
CSN1S2AP		4q13.3	HOMDEL	2	129	1.6%	No
BMP2K		4q21.21	HOMDEL	1	129	0.8%	No
ETFA		15q24.2-q24.3	AMP	4	129	3.1%	No
MYLK		3q21.1	AMP	10	129	7.8%	No
H2AC18		1q21.2	AMP	3	129	2.3%	No
AZIN2		1p35.1	AMP	1	129	0.8%	No
PCAT1		8q24.21	AMP	2	129	1.6%	No
PSMD3		17q21.1	AMP	1	129	0.8%	No
SAFB2		19p13.3	AMP	1	129	0.8%	No
SLC24A3		20p11.23	AMP	1	129	0.8%	No
ZNF254		19p13	AMP	1	129	0.8%	No
RECQL4		8q24.3	AMP	2	129	1.6%	Yes
TEC		4p12-p11	AMP	1	129	0.8%	Yes
AKAP8L		19p13.12	HOMDEL	2	129	1.6%	No
SLC22A2		6q25.3	HOMDEL	1	129	0.8%	No
ZNF875		19q13.12	AMP	4	129	3.1%	No
ITPRID1		7p14.3	AMP	1	129	0.8%	No
RAET1K		6q25.1	HOMDEL	1	129	0.8%	No
DMRT1		9p24.3	HOMDEL	1	129	0.8%	No
TBL1X		Xp22.31-p22.2	AMP	2	129	1.6%	No
ETFB		19q13.41	AMP	1	129	0.8%	No
SNORA71D		20q11.23	HOMDEL	1	129	0.8%	No
VCX3B		Xp22.31	HOMDEL	1	129	0.8%	No
DERL2		17p13.2	HOMDEL	2	129	1.6%	No
ZNF829		19q13.12	AMP	5	129	3.9%	No
DDX3X		Xp11.4	HOMDEL	1	129	0.8%	Yes
SMYD3		1q44	AMP	1	129	0.8%	Yes
HSPA1L		6p21.33	AMP	3	129	2.3%	No
RP2		Xp11.3	HOMDEL	1	129	0.8%	No
TP53I11		11p11.2	AMP	1	129	0.8%	No
TBP		6q27	AMP	1	129	0.8%	No
SNORD123		5p15.2	AMP	6	129	4.7%	No
YY1		14q32.2	HOMDEL	1	129	0.8%	Yes
AFG1L		6q21	HOMDEL	1	129	0.8%	No
TRIM49D1		11q14.3	AMP	1	129	0.8%	No
PGR-AS1		11q22.1	AMP	9	129	7.0%	No
CENPVL1		Xp11.22	HOMDEL	1	129	0.8%	No
MAGED4		Xp11.22	AMP	1	129	0.8%	No
COG3		13q14.13	HOMDEL	2	129	1.6%	No
HSPA1B		6p21.33	AMP	3	129	2.3%	No
C1ORF52		1p22.3	AMP	1	129	0.8%	No
UHMK1		1q23.3	AMP	4	129	3.1%	No
CMKLR2-AS		2q33.3	HOMDEL	3	129	2.3%	No
RFC1		4p14	HOMDEL	1	129	0.8%	No
TEF		22q13.2	AMP	1	129	0.8%	No
ALS2		2q33.1	AMP	2	129	1.6%	No
SELENOF		1p22.3	AMP	1	129	0.8%	No
ADGRE2		19p13.12	AMP	1	129	0.8%	No
TBX2		17q23.2	AMP	1	129	0.8%	No
FUT7		9q34.3	HOMDEL	1	129	0.8%	No
ZNF846		19p13.2	AMP	2	129	1.6%	No
H2AC20		1q21.2	AMP	3	129	2.3%	No
AGAP12P		10q11.22	HOMDEL	1	129	0.8%	No
LINC02584		11q13.3	HOMDEL	1	129	0.8%	No
ATPAF1		1p33	AMP	1	129	0.8%	No
C19ORF25		19p13.3	HOMDEL	4	129	3.1%	No
HSPA1A		6p21.33	AMP	3	129	2.3%	No
IL6		7p15.3	AMP	1	129	0.8%	No
ZRANB2		1p31.1	AMP	1	129	0.8%	No
SERPINA12		14q32.13	HOMDEL	1	129	0.8%	No
RHBDD2		7q11.23	AMP	1	129	0.8%	No
PDE7B		6q23.3	HOMDEL	1	129	0.8%	No
LAMC3		9q34.12	AMP	1	129	0.8%	No
ANGPTL4		19p13.2	HOMDEL	2	129	1.6%	No
UCKL1-AS1		20q13.33	AMP	1	129	0.8%	No
WFDC11		20q13.12	AMP	1	129	0.8%	No
ARHGAP44		17p12	HOMDEL	1	129	0.8%	No
PITPNA-AS1		17p13.3	HOMDEL	2	129	1.6%	No
ROBO2		3p12.3	HOMDEL	2	129	1.6%	No
CHAF1B		21q22.12-q22.13	AMP	2	129	1.6%	No
SLF2		10q24.31	HOMDEL	1	129	0.8%	No
IFNA17		9p21.3	HOMDEL	1	129	0.8%	No
FAM156A		Xp11.22	HOMDEL	1	129	0.8%	No
ADAT2		6q24.2	HOMDEL	1	129	0.8%	No
FRYL		4p11	AMP	1	129	0.8%	No
TSHB		1p13.2	HOMDEL	1	129	0.8%	No
BEST2		19p13.13	HOMDEL	1	129	0.8%	No
MAP3K20-AS1		2q31.1	AMP	1	129	0.8%	No
OCM		7p22.1	AMP	1	129	0.8%	No
PPAN		19p13.2	AMP	3	129	2.3%	No
PTTG2		4p14	HOMDEL	1	129	0.8%	No
MPHOSPH8		13q12.11	HOMDEL	2	129	1.6%	No
SLC22A12		11q13.1	AMP	1	129	0.8%	No
RFXAP		13q13.3	HOMDEL	2	129	1.6%	No
RPS6KA2		6q27	AMP	1	129	0.8%	No
CSMD3		8q23.3	AMP	2	129	1.6%	No
CASC3		17q21.1	AMP	1	129	0.8%	No
SIKE1		1p13.2	HOMDEL	1	129	0.8%	No
MTCL1		18p11.22	HOMDEL	1	129	0.8%	No
MRPS2		9q34.3	HOMDEL	2	129	1.6%	No
CDCA8		1p34.3	AMP	1	129	0.8%	No
TPST1		7q11.21	AMP	2	129	1.6%	No
MIR23AHG		19p13.12	AMP	2	129	1.6%	No
AFM		4q13.3	AMP	1	129	0.8%	No
SOX8		16p13.3	AMP	1	129	0.8%	No
ZNF606		19q13.43	AMP	2	129	1.6%	No
LINC00208		8p23.1	HOMDEL	1	129	0.8%	No
GAS6-AS1		13q34	AMP	1	129	0.8%	No
LINC01271		20q13.13	AMP	1	129	0.8%	No
GNA15		19p13.3	HOMDEL	4	129	3.1%	No
FTLP10		4q13.2	HOMDEL	1	129	0.8%	No
COX18		4q13.3	AMP	1	129	0.8%	No
FGF8		10q24.32	HOMDEL	1	129	0.8%	No
RPS6KA3		Xp22.12	AMP	2	129	1.6%	No
CALML6		1p36.33	HOMDEL	1	129	0.8%	No
FKBP9P1		7p11.2	AMP	2	129	1.6%	No
AFP		4q13.3	AMP	1	129	0.8%	No
PDLIM5		4q22.3	HOMDEL	1	129	0.8%	No
AMIGO2		12q13.11	AMP	1	129	0.8%	No
PHF23		17p13.1	HOMDEL	1	129	0.8%	No
DEFB118		20q11.21	AMP	5	129	3.9%	No
ADAMTSL5		19p13.3	HOMDEL	4	129	3.1%	No
RAVER1		19p13.2	HOMDEL	1	129	0.8%	No
RMI1		9q21.32	HOMDEL	1	129	0.8%	No
CCL28		5p12	AMP	7	129	5.4%	No
ENTPD1		10q24.1	HOMDEL	1	129	0.8%	No
CABP5		19q13.33	AMP	1	129	0.8%	No
TRIM45		1p13.1	HOMDEL	1	129	0.8%	No
HARBI1		11p11.2	AMP	1	129	0.8%	No
CDC42BPA		1q42.13	HOMDEL	2	129	1.6%	No
CKAP5		11p11.2	AMP	1	129	0.8%	No
RPS6KB1		17q23.1	AMP	3	129	2.3%	No
SMARCAD1		4q22.3	HOMDEL	1	129	0.8%	No
REL		2p16.1	AMP	1	129	0.8%	Yes
AQP12B		2q37.3	HOMDEL	4	129	3.1%	No
SNORD114-6		14q32.31	HOMDEL	1	129	0.8%	No
KRTAP1-5		17q21.2	HOMDEL	1	129	0.8%	No
MRPL35		2p11.2	AMP	1	129	0.8%	No
PHF10		6q27	AMP	2	129	1.6%	No
MAN1B1-DT		9q34.3	HOMDEL	1	129	0.8%	No
TFEC		7q31.2	AMP	1	129	0.8%	No
KLHL42		12p11.22	AMP	1	129	0.8%	No
PSMC1		14q32.11	AMP	2	129	1.6%	No
C1ORF146		1p22.1	HOMDEL	1	129	0.8%	No
SNORD105B		2q33.1	AMP	3	129	2.3%	No
KLF11		2p25.1	AMP	1	129	0.8%	No
ZSCAN10		16p13.3	AMP	1	129	0.8%	No
TMEM108-AS1		3q22.1	AMP	11	129	8.5%	No
KDM6B		17p13.1	HOMDEL	1	129	0.8%	No
LINC01734		20q12	HOMDEL	1	129	0.8%	No
SERTAD2		2p14	AMP	2	129	1.6%	No
RPS6KB2		11q13.2	AMP	1	129	0.8%	Yes
GFUS		8q24.3	AMP	2	129	1.6%	No
SNAR-A14		19q13.33	AMP	1	129	0.8%	No
PSMC2		7q22.1	AMP	1	129	0.8%	No
KRT20		17q21.2	HOMDEL	1	129	0.8%	No
LRRC47		1p36.32	HOMDEL	1	129	0.8%	No
ODF3L2		19p13.3	AMP	1	129	0.8%	No
PHF21A		11p11.2	AMP	1	129	0.8%	No
ZFP14		19q13.12	AMP	4	129	3.1%	No
SCYL1		11q13.1	AMP	1	129	0.8%	No
ACAN		15q26.1	AMP	4	129	3.1%	No
IMMP1L		11p13	AMP	1	129	0.8%	No
TMEM100		17q22	AMP	2	129	1.6%	No
KCNQ5		6q13	AMP	1	129	0.8%	No
LINC01246		2p25.2	AMP	1	129	0.8%	No
TMEM54		1p35.1	AMP	1	129	0.8%	No
CEP135		4q12	AMP	1	129	0.8%	No
SLC2A10		20q13.12	AMP	1	129	0.8%	No
TNFRSF1A		12p13.31	AMP	2	129	1.6%	No
GATA1		Xp11.23	HOMDEL	1	129	0.8%	Yes
USP1		1p31.3	AMP	2	129	1.6%	No
LGI2		4p15.2	HOMDEL	2	129	1.6%	No
PSMC3		11p11.2	AMP	1	129	0.8%	No
RPS6KL1		14q24.2	AMP	1	129	0.8%	No
MZT1		13q21.33	AMP	1	129	0.8%	No
UBR7		14q32.12	AMP	2	129	1.6%	No
PKD1L1-AS1		7p12.3	AMP	1	129	0.8%	No
KCTD6		3p14.3	HOMDEL	2	129	1.6%	No
C19ORF54		19q13.2	AMP	2	129	1.6%	No
MGAT5B		17q25.2	HOMDEL	1	129	0.8%	No
SUPT3H		6p21.1	AMP	1	129	0.8%	No
AGER		6p21.32	AMP	3	129	2.3%	No
CSMD2		1p35.1	AMP	1	129	0.8%	No
LINC00489		20q11.23	AMP	2	129	1.6%	No
OR1M1		19p13.2	HOMDEL	2	129	1.6%	No
LDB2		4p15.32	HOMDEL	1	129	0.8%	No
NFIA-AS2		1p31.3	AMP	3	129	2.3%	No
DNMBP		10q24.2	HOMDEL	1	129	0.8%	No
LINC01828		2p14	AMP	1	129	0.8%	No
MIR7515HG		2p25.2	AMP	1	129	0.8%	No
CCDC182		17q22	AMP	1	129	0.8%	No
ISM2		14q24.3	HOMDEL	1	129	0.8%	No
RSRC1		3q25.32	AMP	15	129	11.6%	No
POU6F2-AS1		7p14.1	AMP	1	129	0.8%	No
DNAJC7		17q21.2	AMP	1	129	0.8%	No
RBM23		14q11.2	AMP	1	129	0.8%	No
CXCL16		17p13.2	HOMDEL	2	129	1.6%	No
LAMB4		7q31.1	AMP	1	129	0.8%	No
LMTK3		19q13.33	AMP	1	129	0.8%	No
SNORD114-25		14q32.31	HOMDEL	1	129	0.8%	No
TEAD2		19q13.33	AMP	1	129	0.8%	No
AGL		1p21.2	AMP	1	129	0.8%	No
CAMP		3p21.31	HOMDEL	1	129	0.8%	No
SILC1		2p25.2	AMP	1	129	0.8%	No
PBRM1		3p21.1	HOMDEL	2	129	1.6%	Yes
RP9P		7p14.3	AMP	1	129	0.8%	No
YTHDF1		20q13.33	AMP	1	129	0.8%	No
TAFAZZIN		Xq28	AMP	3	129	2.3%	No
LINC01230		9p24.3	AMP	1	129	0.8%	No
PRDX2		19p13.13	AMP	3	129	2.3%	No
WDFY1		2q36.1	HOMDEL	2	129	1.6%	No
AMACR		5p13.2	AMP	7	129	5.4%	No
PSMC4		19q13.11-q13.13	AMP	3	129	2.3%	No
TTC3		21q22.13	AMP	3	129	2.3%	No
HTR2B		2q37.1	HOMDEL	2	129	1.6%	No
FBXW5		9q34.3	HOMDEL	2	129	1.6%	No
CD99L2		Xq28	AMP	3	129	2.3%	No
SELENOO		22q13.33	HOMDEL	1	129	0.8%	No
SPICE1		3q13.2	AMP	8	129	6.2%	No
ZDHHC4		7p22.1	AMP	1	129	0.8%	No
PYGM		11q13.1	AMP	1	129	0.8%	No
THAP1		8p11.21	AMP	1	129	0.8%	No
TNIP2		4p16.3	HOMDEL	3	129	2.3%	No
GDF5		20q11.22	AMP	3	129	2.3%	No
OR4X1		11p11.2	AMP	1	129	0.8%	No
FZR1		19p13.3	HOMDEL	4	129	3.1%	No
ZBTB48		1p36.31	HOMDEL	1	129	0.8%	No
ZNF780A		19q13.2	AMP	4	129	3.1%	No
NOC2L		1p36.33	HOMDEL	1	129	0.8%	No
GPR199P		1p34.3	AMP	1	129	0.8%	No
CTPS2		Xp22.2	AMP	2	129	1.6%	No
CD28		2q33.2	HOMDEL	3	129	2.3%	Yes
PRMT8		12p13.32	AMP	1	129	0.8%	No
LPIN2		18p11.31	AMP	2	129	1.6%	No
BAG4		8p11.23	AMP	1	129	0.8%	No
ZBP1		20q13.31	AMP	1	129	0.8%	No
TTC4		1p32.3	AMP	2	129	1.6%	No
ZDHHC18		1p36.11	HOMDEL	1	129	0.8%	No
NKAPD1		11q23.1	HOMDEL	5	129	3.9%	No
PSMC5		17q23.3	AMP	2	129	1.6%	No
SNORD114-17		14q32.31	HOMDEL	1	129	0.8%	No
PIH1D1		19q13.33	AMP	1	129	0.8%	No
UNC13C		15q21.3	AMP	1	129	0.8%	No
LRRC8D		1p22.2	AMP	1	129	0.8%	No
FGGY		1p32.1	AMP	3	129	2.3%	No
CCDC122		13q14.11	HOMDEL	2	129	1.6%	No
OVOL3		19q13.12	AMP	5	129	3.9%	No
SNAPC2		19p13.2	HOMDEL	2	129	1.6%	No
GBA3		4p15.2	HOMDEL	1	129	0.8%	No
HOOK3		8p11.21	HOMDEL	1	129	0.8%	Yes
RPP25		15q24.2	AMP	4	129	3.1%	No
TBCC		6p21.1	AMP	1	129	0.8%	No
CHDH		3p21.1	HOMDEL	2	129	1.6%	No
CMC4		Xq28	AMP	3	129	2.3%	No
NFIB		9p23-p22.3	AMP	3	129	2.3%	Yes
ZNF890P		7p22.1	AMP	1	129	0.8%	No
SFXN3		10q24.31	HOMDEL	1	129	0.8%	No
HDAC6		Xp11.23	HOMDEL	1	129	0.8%	No
CDADC1		13q14.2	HOMDEL	2	129	1.6%	No
FGF6		12p13.32	AMP	1	129	0.8%	Yes
CHST7		Xp11.3	HOMDEL	1	129	0.8%	No
CEP76		18p11.21	AMP	2	129	1.6%	No
BIRC5		17q25.3	HOMDEL	1	129	0.8%	No
HASPIN		17p13.2	HOMDEL	2	129	1.6%	No
KRTAP1-4		17q21.2	HOMDEL	1	129	0.8%	No
CEBPE		14q11.2	AMP	1	129	0.8%	No
KIF2B		17q22	AMP	1	129	0.8%	No
CLCN7		16p13.3	AMP	1	129	0.8%	No
NFE2L2		2q31.2	AMP	3	129	2.3%	Yes
HAGLROS		2q31.1	AMP	2	129	1.6%	No
METTL23		17q25.2	HOMDEL	1	129	0.8%	No
RCC2		1p36.13	HOMDEL	1	129	0.8%	No
CSGALNACT1		8p21.3	HOMDEL	2	129	1.6%	No
RFC1		4p14	AMP	1	129	0.8%	No
C1ORF35		1q42.13	HOMDEL	2	129	1.6%	No
KLHL40		3p22.1	HOMDEL	1	129	0.8%	No
MRM2		7p22.3	AMP	1	129	0.8%	No
HTRA4		8p11.22	HOMDEL	1	129	0.8%	No
PDE4C		19p13.11	HOMDEL	1	129	0.8%	No
SFTA2		6p21.33	AMP	3	129	2.3%	No
CEBPG		19q13.11	AMP	3	129	2.3%	No
HAVCR1P1		19p12	AMP	1	129	0.8%	No
LINC02102		5p15.31	HOMDEL	1	129	0.8%	No
LINC00863		10q23.2	HOMDEL	3	129	2.3%	No
GPR27		3p13	HOMDEL	2	129	1.6%	No
HDAC7		12q13.11	AMP	1	129	0.8%	Yes
LINC01914		2p21	AMP	2	129	1.6%	No
IL9R		Xq28 and Yq12	AMP	3	129	2.3%	No
RFC2		7q11.23	AMP	1	129	0.8%	No
CPEB2-DT		4p15.33-p15.32	HOMDEL	1	129	0.8%	No
THAP8		19q13.12	AMP	6	129	4.7%	No
THEM4		1q21.3	AMP	4	129	3.1%	No
PRICKLE2		3p14.1	HOMDEL	2	129	1.6%	No
CEBPB		20q13.13	AMP	1	129	0.8%	No
PRKAG3		2q35	HOMDEL	2	129	1.6%	No
C11ORF94		11p11.2	AMP	1	129	0.8%	No
CLCN5		Xp11.23	AMP	1	129	0.8%	No
NRGN		11q24.2	HOMDEL	4	129	3.1%	No
FAM25BP		10q11.22	HOMDEL	1	129	0.8%	No
SUCO		1q24.3	AMP	2	129	1.6%	No
SLC22A23		6p25.2	HOMDEL	2	129	1.6%	No
ALAS2		Xp11.21	HOMDEL	1	129	0.8%	No
RPAIN		17p13.2	HOMDEL	2	129	1.6%	No
CTC1		17p13.1	HOMDEL	1	129	0.8%	No
TRIM77		11q14.3	AMP	1	129	0.8%	No
PLPP5		8p11.23	AMP	1	129	0.8%	No
CERS6-AS1		2q24.3	AMP	1	129	0.8%	No
U2AF1L4		19q13.12	AMP	6	129	4.7%	No
TMEM11		17p11.2	HOMDEL	1	129	0.8%	No
MAP3K6		1p36.11	HOMDEL	1	129	0.8%	Yes
SCN3B		11q24.1	HOMDEL	4	129	3.1%	No
APOC3		11q23.3	HOMDEL	4	129	3.1%	No
CENATAC		11q23.3	HOMDEL	4	129	3.1%	No
TIMMDC1		3q13.33	AMP	8	129	6.2%	No
TRPM3		9q21.12-q21.13	HOMDEL	1	129	0.8%	No
GPX1		3p21.31	HOMDEL	1	129	0.8%	No
PPP1R3G		6p25.1	HOMDEL	2	129	1.6%	No
SNORD21		1p22.1	AMP	1	129	0.8%	No
RAE1		20q13.31	AMP	2	129	1.6%	No
ZNF544		19q13.43	AMP	1	129	0.8%	No
TMEM143		19q13.32	AMP	1	129	0.8%	No
TADA1		1q24.1	AMP	3	129	2.3%	No
RFC4		3q27.3	AMP	23	129	17.8%	No
FOXN3-AS1		14q32.11	AMP	1	129	0.8%	No
SH3RF3-AS1		2q13	AMP	1	129	0.8%	No
LINC01522		20q13.13	AMP	1	129	0.8%	No
OR10H2		19p13.12	HOMDEL	1	129	0.8%	No
CD68		17p13.1	HOMDEL	1	129	0.8%	No
COL9A1		6q13	HOMDEL	1	129	0.8%	No
KXD1		19p13.11	HOMDEL	1	129	0.8%	No
PACS2		14q32.33	HOMDEL	1	129	0.8%	No
SENP3-EIF4A1		17p13.1	HOMDEL	1	129	0.8%	No
MPC1L		Xp11.4	HOMDEL	1	129	0.8%	No
CEBPA		19q13.11	AMP	3	129	2.3%	Yes
KRTAP10-8		21q22.3	HOMDEL	1	129	0.8%	No
CATSPER1		11q13.1	AMP	1	129	0.8%	No
PPP4R1-AS1		18p11.22	AMP	1	129	0.8%	No
CLCN4		Xp22.2	AMP	2	129	1.6%	No
FBXL6		8q24.3	AMP	2	129	1.6%	No
WIPI2		7p22.1	AMP	1	129	0.8%	No
DHX36		3q25.2	AMP	14	129	10.9%	No
NBEAL1		2q33.2	HOMDEL	2	129	1.6%	No
KAZN		1p36.21	HOMDEL	1	129	0.8%	No
C2ORF83		2q36.3	HOMDEL	2	129	1.6%	No
MYO9B		19p13.11	HOMDEL	1	129	0.8%	No
SEMA7A		15q24.1	AMP	4	129	3.1%	No
ZNF502		3p21.31	HOMDEL	1	129	0.8%	No
DLEU2		13q14.2	HOMDEL	1	129	0.8%	No
OR7C2		19p13.12	HOMDEL	1	129	0.8%	No
ZNF521		18q11.2	HOMDEL	1	129	0.8%	Yes
TOP1P1		1q24.3	AMP	2	129	1.6%	No
TRIM27		6p22.1	AMP	1	129	0.8%	Yes
CD2AP		6p12.3	AMP	1	129	0.8%	No
ERVMER34-1		4q12	AMP	1	129	0.8%	No
CLCN2		3q27.1	AMP	23	129	17.8%	No
OFD1		Xp22.2	AMP	2	129	1.6%	No
STPG3		9q34.3	HOMDEL	1	129	0.8%	No
GCLM		1p22.1	HOMDEL	1	129	0.8%	No
RIPK4		21q22.3	HOMDEL	2	129	1.6%	No
SFXN4		10q26.11	HOMDEL	1	129	0.8%	No
GAGE12C		Xp11.23	AMP	1	129	0.8%	No
RAB3GAP2		1q41	HOMDEL	2	129	1.6%	No
PRRT3		3p25.3	HOMDEL	1	129	0.8%	No
ZNF607		19q13.1	AMP	6	129	4.7%	No
ATP6AP2		Xp11.4	HOMDEL	1	129	0.8%	No
CCT4		2p15	AMP	1	129	0.8%	No
VAV1		19p13.3	HOMDEL	2	129	1.6%	Yes
AGPAT4		6q26	HOMDEL	1	129	0.8%	No
MOCS3		20q13.13	AMP	2	129	1.6%	No
FGF14		13q33.1	AMP	1	129	0.8%	Yes
CNFN		19q13.2	AMP	2	129	1.6%	No
LINC02470		12p13.31	AMP	1	129	0.8%	No
RSC1A1		1p36.21	HOMDEL	1	129	0.8%	No
RUFY3		4q13.3	HOMDEL	1	129	0.8%	No
PAFAH1B2		11q23.3	HOMDEL	4	129	3.1%	Yes
BLACAT1		1q32.1	HOMDEL	1	129	0.8%	No
MFSD1		3q25.32	AMP	15	129	11.6%	No
MDFIC		7q31.1-q31.2	AMP	1	129	0.8%	No
EML4		2p21	AMP	2	129	1.6%	Yes
NPM3		10q24.32	HOMDEL	1	129	0.8%	No
CRIPT		2p21	AMP	1	129	0.8%	No
ACRBP		12p13.31	AMP	1	129	0.8%	No
RALGAPB		20q11.23	HOMDEL	1	129	0.8%	No
CRPPA-AS1		7p21.2	AMP	1	129	0.8%	No
CNKSR3		6q25.2	HOMDEL	1	129	0.8%	No
STMND1		6p22.3	HOMDEL	1	129	0.8%	No
LCE2B		1q21.3	AMP	4	129	3.1%	No
OR8G5		11q24.2	HOMDEL	4	129	3.1%	No
ZNF710		15q26.1	AMP	5	129	3.9%	No
TEX44		2q37.1	HOMDEL	2	129	1.6%	No
MRPS31		13q14.11	HOMDEL	1	129	0.8%	No
NUDT1		7p22.3	AMP	1	129	0.8%	No
FGF12		3q28-q29	AMP	23	129	17.8%	Yes
IL11		19q13.42	AMP	2	129	1.6%	No
PLPPR2		19p13.2	AMP	2	129	1.6%	No
CATSPERB		14q32.12	AMP	2	129	1.6%	No
MPEG1		11q12.1	HOMDEL	1	129	0.8%	Yes
APCDD1L		20q13.32	AMP	1	129	0.8%	No
SIVA1		14q32.33	AMP	1	129	0.8%	No
USH2A		1q41	HOMDEL	2	129	1.6%	No
KIF7		15q26.1	AMP	4	129	3.1%	No
DEFA1		8p23.1	HOMDEL	1	129	0.8%	No
MYOC		1q24.3	AMP	3	129	2.3%	No
NOL10		2p25.1	AMP	1	129	0.8%	No
MTF1		1p34.3	AMP	1	129	0.8%	No
EVPL		17q25.1	AMP	4	129	3.1%	No
INTS6		13q14.3	HOMDEL	1	129	0.8%	No
PARD6B		20q13.13	HOMDEL	1	129	0.8%	No
XAGE1B		Xp11.22	HOMDEL	1	129	0.8%	No
AGPAT4-IT1		6q26	HOMDEL	1	129	0.8%	No
LINC01549		21q21.1	AMP	1	129	0.8%	No
APEX2		Xp11.21	AMP	1	129	0.8%	No
CFAP20DC-AS1		3p14.2	HOMDEL	2	129	1.6%	No
POLM		7p13	AMP	1	129	0.8%	No
FCRLB		1q23.3	AMP	4	129	3.1%	No
DPH3P1		20q13.33	AMP	1	129	0.8%	No
MRPL28		16p13.3	AMP	1	129	0.8%	No
TNFRSF1B		1p36.22	HOMDEL	2	129	1.6%	No
FBLN5		14q32.12	HOMDEL	1	129	0.8%	No
MECOM		3q26.2	AMP	25	129	19.4%	Yes
TP53BP2		1q41	HOMDEL	2	129	1.6%	No
FAM74A3		9q21.11	HOMDEL	1	129	0.8%	No
FGF10		5p12	AMP	6	129	4.7%	Yes
ARHGAP28		18p11.31	AMP	2	129	1.6%	No
SPATA31A5		9q12	HOMDEL	1	129	0.8%	No
PRDM7		16q24.3	HOMDEL	2	129	1.6%	No
ZNF383		19q13.13	AMP	5	129	3.9%	No
IGSF3		1p13.1	AMP	1	129	0.8%	No
UTP6		17q11.2	HOMDEL	1	129	0.8%	No
KEAP1		19p13.2	HOMDEL	1	129	0.8%	Yes
LSM7		19p13.3	AMP	2	129	1.6%	No
INPP4B		4q31.21	HOMDEL	2	129	1.6%	Yes
FAM3C		7q31.31	AMP	1	129	0.8%	No
TPGS1		19p13.3	AMP	1	129	0.8%	No
MYO10		5p15.1	AMP	6	129	4.7%	No
ERMP1		9p24.1	AMP	3	129	2.3%	No
NFIX		19p13.13	AMP	3	129	2.3%	No
CDK5R2		2q35	HOMDEL	2	129	1.6%	No
KCTD1		18q11.2	HOMDEL	1	129	0.8%	No
CAMKMT		2p21	AMP	1	129	0.8%	No
LINC00544		13q12.3	HOMDEL	1	129	0.8%	No
LCE3D		1q21.3	AMP	4	129	3.1%	No
TARDBPP3		2q37.3	HOMDEL	4	129	3.1%	No
HSP90AA1		14q32.31	AMP	1	129	0.8%	Yes
GAGE12B		Xp11.23	AMP	1	129	0.8%	No
SNORD124		17q21.1	AMP	1	129	0.8%	No
DEDD2		19q13.2	AMP	1	129	0.8%	No
CENPA		2p23.3	AMP	2	129	1.6%	Yes
ADAMTS8		11q24.3	HOMDEL	4	129	3.1%	No
PAQR6		1q22	AMP	4	129	3.1%	No
RAB6B		3q22.1	AMP	11	129	8.5%	No
NPC2		14q24.3	AMP	1	129	0.8%	No
MMRN1		4q22.1	HOMDEL	1	129	0.8%	No
VPS26C		21q22.13	AMP	3	129	2.3%	No
PEX11G		19p13.2	HOMDEL	2	129	1.6%	No
IFNL4		19q13.2	AMP	4	129	3.1%	No
SNORD68		16q24.3	HOMDEL	2	129	1.6%	No
CDIP1		16p13.3	AMP	1	129	0.8%	No
MTNR1A		4q35.2	HOMDEL	2	129	1.6%	No
ERVFRD-1		6p24.2	HOMDEL	2	129	1.6%	No
ZNF561-AS1		19p13.2	HOMDEL	2	129	1.6%	No
DENND1C		19p13.3	AMP	1	129	0.8%	No
GNLY		2p11.2	AMP	1	129	0.8%	No
ARHGAP40		20q11.23	HOMDEL	1	129	0.8%	No
NFIC		19p13.3	AMP	3	129	2.3%	No
CPSF3		2p25.1	AMP	1	129	0.8%	No
ENO3		17p13.2	HOMDEL	2	129	1.6%	No
TTC8		14q31.3	AMP	1	129	0.8%	No
P2RX1		17p13.2	HOMDEL	2	129	1.6%	No
EFCC1		3q21.3	AMP	10	129	7.8%	No
UBE2Q2		15q24.2	AMP	4	129	3.1%	No
LRP12		8q22.3	AMP	1	129	0.8%	No
ACTRT3		3q26.2	AMP	24	129	18.6%	No
ATP1A1-AS1		1p13.1	HOMDEL	1	129	0.8%	No
LSM8		7q31.31	AMP	1	129	0.8%	No
GOLGA6L5P		15q25.2	AMP	4	129	3.1%	No
NPPA-AS1		1p36.21	HOMDEL	2	129	1.6%	No
RNU6-64P		13q12.3	AMP	2	129	1.6%	No
LINC01015		6p22.1	AMP	1	129	0.8%	No
TERT		5p15.33	AMP	7	129	5.4%	Yes
PHF14		7p21.3	AMP	1	129	0.8%	No
RAB3D		19p13.2	AMP	2	129	1.6%	No
FAM118A		22q13.31	AMP	2	129	1.6%	No
ATP6V1C2		2p25.1	AMP	1	129	0.8%	No
TNXB		6p21.33-p21.32	AMP	3	129	2.3%	No
CYP20A1		2q33.2	AMP	1	129	0.8%	No
