Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
CAMKK1		1	1	127	0.8%	No
MAN1B1		3	3	127	2.4%	No
TENM3		3	2	127	1.6%	No
GARNL3		1	1	127	0.8%	No
ZNF334		1	1	127	0.8%	No
SLC37A3		1	1	127	0.8%	No
SLF2		2	2	127	1.6%	No
SLF1		1	1	127	0.8%	No
POLR3E		2	2	127	1.6%	No
WDR11		1	1	127	0.8%	No
FILIP1L		3	3	127	2.4%	No
LMBR1L		3	3	127	2.4%	No
SGIP1		3	3	127	2.4%	No
RPS6KA3		1	1	127	0.8%	No
RPS6KA2		3	3	127	2.4%	No
RPS6KB2		1	1	127	0.8%	Yes
FAM47A		3	3	127	2.4%	No
RPS4X		2	2	127	1.6%	No
RPS5		1	1	127	0.8%	No
RPS6KA1		1	1	127	0.8%	No
TIGD4		1	1	127	0.8%	No
RPS6		1	1	127	0.8%	No
LAMB2		7	5	127	3.9%	No
LAMB3		1	1	127	0.8%	No
LAMC1		3	3	127	2.4%	No
LAMC2		3	2	127	1.6%	No
MRPL44		1	1	127	0.8%	No
TAS2R3		1	1	127	0.8%	No
VPS33A		2	2	127	1.6%	No
ARMH4		1	1	127	0.8%	No
TAS2R16		1	1	127	0.8%	No
TMEM135		1	1	127	0.8%	No
LRR1		1	1	127	0.8%	No
LAMA4		5	5	127	3.9%	No
NOL6		3	2	127	1.6%	No
LAMA5		8	7	127	5.5%	No
LAMB1		3	3	127	2.4%	No
TAS2R7		2	2	127	1.6%	No
TAS2R10		1	1	127	0.8%	No
ANKDD1B		1	1	127	0.8%	No
LASP1		1	1	127	0.8%	Yes
ACP7		2	2	127	1.6%	No
LBP		1	1	127	0.8%	No
ZNF793		2	2	127	1.6%	No
DHH		1	1	127	0.8%	No
F11R		2	2	127	1.6%	No
CCDC120		4	4	127	3.1%	No
DNAH2		11	11	127	8.7%	No
LCP1		1	1	127	0.8%	Yes
LCP2		3	3	127	2.4%	No
LCT		1	1	127	0.8%	No
LDHA		1	1	127	0.8%	No
VILL		2	2	127	1.6%	No
TRAT1		1	1	127	0.8%	No
LCAT		3	2	127	1.6%	No
PARD6A		1	1	127	0.8%	No
LCK		1	1	127	0.8%	Yes
LCN2		1	1	127	0.8%	No
SPOCK3		1	1	127	0.8%	No
FAM181A		2	2	127	1.6%	No
TMEM86A		1	1	127	0.8%	No
LDHC		1	1	127	0.8%	No
PLEKHA7		1	1	127	0.8%	No
STMN3		1	1	127	0.8%	No
SPTY2D1		2	2	127	1.6%	No
GART		2	2	127	1.6%	No
LRRC32		1	1	127	0.8%	No
RBM44		1	1	127	0.8%	No
AQP12A		1	1	127	0.8%	No
GATA3		2	2	127	1.6%	Yes
GATA1		1	1	127	0.8%	Yes
LGALS3BP		2	2	127	1.6%	No
GAS6		2	2	127	1.6%	No
DZIP1L		2	2	127	1.6%	No
GBA		2	2	127	1.6%	No
LEPR		3	3	127	2.4%	No
GATM		1	1	127	0.8%	No
LETM1		1	1	127	0.8%	No
LFNG		1	1	127	0.8%	No
LGALS1		1	1	127	0.8%	No
NPIPB6		1	1	127	0.8%	No
ANKRD20A4P		1	1	127	0.8%	No
ZNF30		1	1	127	0.8%	No
IRAK1BP1		2	2	127	1.6%	No
COL13A1		3	3	127	2.4%	No
GBP3		1	1	127	0.8%	No
COL12A1		5	5	127	3.9%	No
GBP2		3	2	127	1.6%	No
COL11A2		2	2	127	1.6%	No
COL11A1		4	4	127	3.1%	No
NIPSNAP2		1	1	127	0.8%	No
C1QL3		1	1	127	0.8%	No
TEPSIN		1	1	127	0.8%	No
LGALS8		1	1	127	0.8%	No
COL17A1		2	2	127	1.6%	No
GCDH		1	1	127	0.8%	No
LGALS9		1	1	127	0.8%	No
COL16A1		1	1	127	0.8%	No
SLC23A3		1	1	127	0.8%	No
COL15A1		3	3	127	2.4%	No
GBX2		1	1	127	0.8%	No
TOPAZ1		1	1	127	0.8%	No
LIG3		1	1	127	0.8%	No
TIMM23		1	1	127	0.8%	No
LIG4		3	3	127	2.4%	No
DIPK1A		2	2	127	1.6%	No
KLF6		1	1	127	0.8%	Yes
FRMD6		2	2	127	1.6%	No
COPA		1	1	127	0.8%	No
GBP7		1	1	127	0.8%	No
COMP		2	2	127	1.6%	No
RBFOX3		1	1	127	0.8%	No
COL19A1		4	4	127	3.1%	No
GCG		1	1	127	0.8%	No
UGT2A2		1	1	127	0.8%	No
LIF		1	1	127	0.8%	No
LIFR		2	2	127	1.6%	Yes
KAT2A		2	2	127	1.6%	No
LIG1		4	4	127	3.1%	No
LIPE		1	1	127	0.8%	No
FADS1		1	1	127	0.8%	No
MAP3K8		2	2	127	1.6%	No
FAT3		4	4	127	3.1%	No
NEDD1		2	2	127	1.6%	No
KLHDC1		1	1	127	0.8%	No
LIMK1		3	3	127	2.4%	No
LIMK2		3	3	127	2.4%	No
LIMS1		1	1	127	0.8%	No
SPATS2		3	2	127	1.6%	No
ZFP69B		1	1	127	0.8%	No
LRRC70		1	1	127	0.8%	No
SNX21		2	2	127	1.6%	No
ZSWIM4		3	3	127	2.4%	No
RIN3		3	3	127	2.4%	No
GEM		1	1	127	0.8%	No
L1TD1		3	2	127	1.6%	No
ZNF672		1	1	127	0.8%	No
COX6A1		1	1	127	0.8%	No
GDNF		1	1	127	0.8%	No
THNSL1		1	1	127	0.8%	No
ATP8B4		3	2	127	1.6%	No
GDI2		1	1	127	0.8%	No
ZNF613		1	1	127	0.8%	No
GDI1		1	1	127	0.8%	No
OR5P3		1	1	127	0.8%	No
PRR5L		1	1	127	0.8%	No
LLGL2		3	3	127	2.4%	No
SIMC1		2	2	127	1.6%	No
ANKRD44		2	2	127	1.6%	No
FAM227B		1	1	127	0.8%	No
CYP4V2		1	1	127	0.8%	No
TPCN2		1	1	127	0.8%	No
PCED1B		2	2	127	1.6%	No
COX10		1	1	127	0.8%	No
B4GALT1		1	1	127	0.8%	No
COX8A		1	1	127	0.8%	No
DACT2		2	2	127	1.6%	No
PODNL1		1	1	127	0.8%	No
ZC3H14		1	1	127	0.8%	No
GGT1		1	1	127	0.8%	No
GGCX		2	2	127	1.6%	No
MAP9		2	2	127	1.6%	No
GFRA3		2	2	127	1.6%	No
ANKRD36C		2	2	127	1.6%	No
CAAP1		1	1	127	0.8%	No
GFPT1		2	2	127	1.6%	No
LPCAT1		1	1	127	0.8%	No
MRPL21		1	1	127	0.8%	No
CPLANE1		6	6	127	4.7%	No
UBE2Z		1	1	127	0.8%	No
PYCR3		1	1	127	0.8%	No
WNK4		2	2	127	1.6%	No
WNK2		5	5	127	3.9%	No
WNK3		6	6	127	4.7%	No
CBLIF		1	1	127	0.8%	No
CPD		1	1	127	0.8%	No
GHSR		1	1	127	0.8%	No
CPB2		1	1	127	0.8%	No
GHR		3	3	127	2.4%	No
CPA3		1	1	127	0.8%	No
SLC38A6		2	2	127	1.6%	No
CPA1		1	1	127	0.8%	No
CP		2	2	127	1.6%	No
GGT5		1	1	127	0.8%	No
GGT7		3	3	127	2.4%	No
SPATA19		1	1	127	0.8%	No
COA7		3	2	127	1.6%	No
OR6Q1		1	1	127	0.8%	No
CPT1A		1	1	127	0.8%	No
CPS1		1	1	127	0.8%	Yes
CPN2		1	1	127	0.8%	No
IDO2		1	1	127	0.8%	No
CPN1		1	1	127	0.8%	No
FAM209B		1	1	127	0.8%	No
GJA1		1	1	127	0.8%	No
EFCAB8		1	1	127	0.8%	No
CLDN4		1	1	127	0.8%	No
GIP		2	2	127	1.6%	No
MTRFR		2	2	127	1.6%	No
IL17RE		1	1	127	0.8%	No
CDCA2		2	2	127	1.6%	No
SLC18B1		2	2	127	1.6%	No
CRAT		1	1	127	0.8%	No
DPY19L3		2	2	127	1.6%	No
CR2		3	3	127	2.4%	No
CR1L		1	1	127	0.8%	No
CR1		3	3	127	2.4%	No
CPT1B		4	4	127	3.1%	No
ZNF551		1	1	127	0.8%	No
SLC5A12		2	1	127	0.8%	No
MPEG1		3	3	127	2.4%	Yes
CRHR2		3	3	127	2.4%	No
CRHR1		1	1	127	0.8%	No
CRHBP		1	1	127	0.8%	No
HSPA12B		2	2	127	1.6%	No
NCR3		1	1	127	0.8%	No
MGAT5B		2	1	127	0.8%	No
SLC26A11		2	2	127	1.6%	No
CREBBP		10	10	127	7.9%	Yes
ATF2		1	1	127	0.8%	No
PEBP4		1	1	127	0.8%	No
PATL1		2	2	127	1.6%	No
STON1-GTF2A1L		1	1	127	0.8%	No
SLCO4A1		1	1	127	0.8%	No
ARX		3	3	127	2.4%	No
SLCO3A1		1	1	127	0.8%	No
CAVIN1		1	1	127	0.8%	No
TMEM102		1	1	127	0.8%	No
SLC13A5		1	1	127	0.8%	No
GSDMA		2	2	127	1.6%	No
ALS2CL		1	1	127	0.8%	No
FAM13C		1	1	127	0.8%	No
PLXNA4		5	5	127	3.9%	No
TOM1L2		1	1	127	0.8%	No
CCDC88C		3	3	127	2.4%	No
ALDH7A1		1	1	127	0.8%	No
ATP5F1B		1	1	127	0.8%	No
C6ORF118		1	1	127	0.8%	No
RNF145		2	2	127	1.6%	No
RNF19B		2	2	127	1.6%	No
SLC44A1		2	2	127	1.6%	No
PRR30		1	1	127	0.8%	No
ZNF501		1	1	127	0.8%	No
ZNF787		1	1	127	0.8%	No
EXOSC4		1	1	127	0.8%	No
NLRP5		1	1	127	0.8%	No
NLRP8		4	4	127	3.1%	No
WWC3		3	3	127	2.4%	No
MMRN2		1	1	127	0.8%	No
NLRP13		6	4	127	3.1%	No
ATP5PB		1	1	127	0.8%	No
SUCLA2		1	1	127	0.8%	No
TRAP1		2	1	127	0.8%	No
ITFG2		1	1	127	0.8%	No
EHMT1		4	4	127	3.1%	No
PEX11A		1	1	127	0.8%	No
BCAP31		1	1	127	0.8%	No
PPP2R2D		1	1	127	0.8%	No
CELA3A		1	1	127	0.8%	No
PIGU		1	1	127	0.8%	No
IL18RAP		2	2	127	1.6%	No
YAF2		2	1	127	0.8%	No
APBB1IP		1	1	127	0.8%	No
TRIM24		1	1	127	0.8%	Yes
PUS7		2	2	127	1.6%	No
BPIFA3		1	1	127	0.8%	No
INPP4B		2	2	127	1.6%	Yes
TOB1		1	1	127	0.8%	No
ANO9		1	1	127	0.8%	No
FCHO2		2	2	127	1.6%	No
ABCB9		2	2	127	1.6%	No
ZC3H15		1	1	127	0.8%	No
ATP5PF		1	1	127	0.8%	No
ATP6V1A		2	2	127	1.6%	No
SF3B3		1	1	127	0.8%	No
WDR44		4	4	127	3.1%	No
TEX2		1	1	127	0.8%	No
SHCBP1		1	1	127	0.8%	No
SF3B1		2	2	127	1.6%	Yes
CCDC93		1	1	127	0.8%	No
CARF		2	2	127	1.6%	No
HPS6		1	1	127	0.8%	No
ATP6V1B2		1	1	127	0.8%	Yes
AKAP9		2	2	127	1.6%	No
HHIPL2		1	1	127	0.8%	No
CCNK		1	1	127	0.8%	No
FAM13A		4	4	127	3.1%	No
ATP6V1E1		1	1	127	0.8%	No
SUGP2		4	4	127	3.1%	No
GSTCD		2	2	127	1.6%	No
G3BP1		1	1	127	0.8%	No
ADGRG2		2	2	127	1.6%	No
TTC21B		3	3	127	2.4%	No
HEATR9		2	2	127	1.6%	No
PWWP2B		1	1	127	0.8%	No
SLC7A8		1	1	127	0.8%	No
GDPD1		1	1	127	0.8%	No
SYNGAP1		1	1	127	0.8%	No
CD84		2	2	127	1.6%	No
DUSP15		2	2	127	1.6%	No
ITGB3BP		1	1	127	0.8%	No
ZNF436		3	3	127	2.4%	No
ASXL3		4	4	127	3.1%	No
GRIP1		3	3	127	2.4%	No
ENAM		1	1	127	0.8%	No
NFXL1		1	1	127	0.8%	No
QSER1		2	1	127	0.8%	No
USP53		3	3	127	2.4%	No
PEAK1		2	2	127	1.6%	No
MIER2		1	1	127	0.8%	No
ECHDC1		1	1	127	0.8%	No
SGK2		1	1	127	0.8%	No
ROBO4		2	2	127	1.6%	No
HDAC8		2	2	127	1.6%	No
LONRF3		1	1	127	0.8%	No
ATP6AP1		2	2	127	1.6%	Yes
LIN7A		3	3	127	2.4%	No
SHLD2		1	1	127	0.8%	No
ATP7A		2	2	127	1.6%	No
FGF17		1	1	127	0.8%	No
KIF20A		1	1	127	0.8%	No
EXOC6		1	1	127	0.8%	No
SLC22A11		1	1	127	0.8%	No
HIPK3		1	1	127	0.8%	No
NRP1		3	3	127	2.4%	No
IQGAP1		2	2	127	1.6%	No
FEM1B		2	2	127	1.6%	No
GPR156		2	2	127	1.6%	No
ATP1B4		1	1	127	0.8%	No
PROM1		1	1	127	0.8%	No
HCAR3		1	1	127	0.8%	No
XPNPEP2		2	2	127	1.6%	No
CCN4		1	1	127	0.8%	No
XPNPEP1		1	1	127	0.8%	No
AP4E1		2	2	127	1.6%	No
GPR161		1	1	127	0.8%	No
LINC01565		2	2	127	1.6%	No
TARDBP		1	1	127	0.8%	No
FRY		3	3	127	2.4%	No
DDIT4		1	1	127	0.8%	No
OR11H12		3	3	127	2.4%	No
ATP7B		1	1	127	0.8%	No
LRPPRC		5	5	127	3.9%	No
ASH1L		5	3	127	2.4%	No
CATSPERB		1	1	127	0.8%	No
ATR		7	6	127	4.7%	Yes
CAMKMT		2	2	127	1.6%	No
ATRX		6	6	127	4.7%	Yes
RC3H2		2	2	127	1.6%	No
ARHGAP28		2	2	127	1.6%	No
KIF1A		2	2	127	1.6%	No
SOCS2		2	2	127	1.6%	Yes
SDK2		7	7	127	5.5%	No
GGH		2	2	127	1.6%	No
RNF32		2	1	127	0.8%	No
AUH		1	1	127	0.8%	No
GMPS		5	4	127	3.1%	Yes
CLMP		1	1	127	0.8%	No
XK		1	1	127	0.8%	No
RASGRP1		1	1	127	0.8%	No
CCDC152		1	1	127	0.8%	No
ARL4A		2	2	127	1.6%	No
METTL8		1	1	127	0.8%	No
XPC		2	2	127	1.6%	Yes
DNAL4		1	1	127	0.8%	No
DICER1		4	4	127	3.1%	Yes
SIRT5		2	2	127	1.6%	No
ASAP2		1	1	127	0.8%	No
ALDH1A2		1	1	127	0.8%	No
ZNF276		1	1	127	0.8%	No
AGAP2-AS1		1	1	127	0.8%	No
AKAP4		2	2	127	1.6%	No
TAS1R2		2	2	127	1.6%	No
ATP13A2		2	2	127	1.6%	No
FBXO46		3	3	127	2.4%	No
SPOPL		1	1	127	0.8%	No
AUP1		1	1	127	0.8%	No
MAGEL2		3	3	127	2.4%	No
AVPR1A		1	1	127	0.8%	No
NECAB2		2	2	127	1.6%	No
GRAMD2A		2	2	127	1.6%	No
EML6		4	4	127	3.1%	No
AVPR2		1	1	127	0.8%	No
DDX49		1	1	127	0.8%	No
WDR88		1	1	127	0.8%	No
DCST2		2	1	127	0.8%	No
WSB2		1	1	127	0.8%	No
XPO1		1	1	127	0.8%	Yes
H2AW		1	1	127	0.8%	No
KSR1		1	1	127	0.8%	No
SPATA6		2	2	127	1.6%	No
GOLGA6B		1	1	127	0.8%	No
SGTB		1	1	127	0.8%	No
ZKSCAN7		1	1	127	0.8%	No
XRCC3		1	1	127	0.8%	No
TSC22D1		1	1	127	0.8%	No
KCNH3		2	2	127	1.6%	No
LDB1		1	1	127	0.8%	No
MLYCD		1	1	127	0.8%	No
CRB1		6	6	127	4.7%	No
YWHAE		1	1	127	0.8%	Yes
RPS9		1	1	127	0.8%	No
APLN		1	1	127	0.8%	No
PER3		1	1	127	0.8%	No
PCDH15		8	7	127	5.5%	No
BHLHB9		1	1	127	0.8%	No
ZFP91		3	3	127	2.4%	No
ZFPM2		1	1	127	0.8%	No
KCNH4		3	3	127	2.4%	No
TRIM10		2	2	127	1.6%	No
ARPC2		2	2	127	1.6%	No
AGBL2		1	1	127	0.8%	No
UNC45A		1	1	127	0.8%	No
FAM124B		1	1	127	0.8%	No
EPB41L4B		4	4	127	3.1%	No
ZBTB3		3	3	127	2.4%	No
APOL5		1	1	127	0.8%	No
B2M		6	6	127	4.7%	Yes
YES1		3	3	127	2.4%	Yes
FCGBP		4	4	127	3.1%	No
CFAP69		1	1	127	0.8%	No
PDZD3		2	2	127	1.6%	No
CSPP1		3	3	127	2.4%	No
YY1		1	1	127	0.8%	Yes
NADK		2	2	127	1.6%	Yes
ZBTB14		1	1	127	0.8%	No
ZFX		3	3	127	2.4%	No
ZFPL1		2	2	127	1.6%	No
ZIC1		2	2	127	1.6%	No
ARHGEF7		1	1	127	0.8%	No
ZNF573		2	2	127	1.6%	No
BAAT		3	3	127	2.4%	No
BACH1		3	3	127	2.4%	No
BAD		1	1	127	0.8%	No
CBLL1		1	1	127	0.8%	No
RPAP2		1	1	127	0.8%	No
RABEP2		2	2	127	1.6%	No
ADGRB1		5	5	127	3.9%	No
ADGRB2		2	2	127	1.6%	No
UGT1A6		2	2	127	1.6%	No
UBA5		1	1	127	0.8%	No
COL24A1		3	3	127	2.4%	No
VWA2		2	2	127	1.6%	No
ADGRB3		1	1	127	0.8%	No
THSD4		1	1	127	0.8%	No
BAK1		1	1	127	0.8%	No
DCAKD		1	1	127	0.8%	No
SF1		1	1	127	0.8%	No
RPS10		1	1	127	0.8%	No
ST3GAL5		1	1	127	0.8%	No
CCDC134		1	1	127	0.8%	No
ZFP36		2	2	127	1.6%	No
UGT1A5		1	1	127	0.8%	No
NAE1		1	1	127	0.8%	No
ZNF711		4	4	127	3.1%	No
FUBP1		2	2	127	1.6%	Yes
CDC16		1	1	127	0.8%	No
RPS19		2	2	127	1.6%	No
ZNF8		2	2	127	1.6%	No
DDX18		1	1	127	0.8%	No
ZNF7		1	1	127	0.8%	No
SLC5A6		1	1	127	0.8%	No
PLEKHG7		3	3	127	2.4%	No
BARD1		1	1	127	0.8%	Yes
A3GALT2		1	1	127	0.8%	No
BBS1		2	2	127	1.6%	No
BBS4		1	1	127	0.8%	No
BCAT2		1	1	127	0.8%	No
TREML2		1	1	127	0.8%	No
KDM7A		1	1	127	0.8%	No
MXRA8		2	2	127	1.6%	No
TCTN2		1	1	127	0.8%	No
BORA		2	2	127	1.6%	No
ZIC3		1	1	127	0.8%	No
SGPL1		1	1	127	0.8%	No
FAM83C		2	2	127	1.6%	No
ZIC2		1	1	127	0.8%	No
ALG13		9	7	127	5.5%	No
ZNF2		1	1	127	0.8%	No
SPHK1		1	1	127	0.8%	No
ZNF14		3	2	127	1.6%	No
EIF2B5		1	1	127	0.8%	No
EIF2S2		2	2	127	1.6%	No
UST		1	1	127	0.8%	No
EIF2B3		1	1	127	0.8%	No
ARPC5		1	1	127	0.8%	No
MTMR2		1	1	127	0.8%	No
RRAD		2	2	127	1.6%	No
CPNE3		2	1	127	0.8%	No
ZNF18		2	2	127	1.6%	No
BUD31		1	1	127	0.8%	No
ZNF781		2	2	127	1.6%	No
EIF2B4		1	1	127	0.8%	No
BCKDHA		1	1	127	0.8%	No
LZIC		1	1	127	0.8%	No
CCND1		1	1	127	0.8%	Yes
PIERCE1		1	1	127	0.8%	No
SSX7		2	2	127	1.6%	No
SARNP		1	1	127	0.8%	No
ZNF385B		1	1	127	0.8%	No
RPS21		2	2	127	1.6%	No
MCM3AP		2	1	127	0.8%	No
ZNF12		1	1	127	0.8%	No
ZNF24		1	1	127	0.8%	Yes
RRM1		2	2	127	1.6%	No
ZNF23		1	1	127	0.8%	No
RTKN		1	1	127	0.8%	No
RS1		1	1	127	0.8%	No
CMSS1		2	2	127	1.6%	No
CCDC77		1	1	127	0.8%	No
C2ORF74		1	1	127	0.8%	No
VPS25		1	1	127	0.8%	No
MON1A		1	1	127	0.8%	No
RRBP1		1	1	127	0.8%	No
ZNF182		1	1	127	0.8%	No
MRPL45		1	1	127	0.8%	No
HNRNPCL1		1	1	127	0.8%	No
C7ORF50		1	1	127	0.8%	No
RSU1		1	1	127	0.8%	No
MUC12		1	1	127	0.8%	No
RTN2		2	2	127	1.6%	No
ZNF37A		1	1	127	0.8%	No
DPP3		2	1	127	0.8%	No
ZSCAN21		2	1	127	0.8%	No
HUWE1		12	10	127	7.9%	No
RXRB		1	1	127	0.8%	No
NUDCD3		1	1	127	0.8%	No
SIK3		1	1	127	0.8%	No
MED13L		3	3	127	2.4%	No
C12ORF71		1	1	127	0.8%	No
ZNF33A		3	3	127	2.4%	No
ZNF32		1	1	127	0.8%	No
SRGAP2		3	3	127	2.4%	No
SMG5		2	2	127	1.6%	No
AHCYL2		1	1	127	0.8%	No
MAU2		1	1	127	0.8%	No
CLIP1		1	1	127	0.8%	Yes
ZSCAN20		2	2	127	1.6%	No
PTPRU		3	3	127	2.4%	No
ATP9A		1	1	127	0.8%	No
TSSC4		2	2	127	1.6%	No
RYR3		10	8	127	6.3%	No
ZNF43		5	5	127	3.9%	No
RYR2		20	15	127	11.8%	No
MZF1		1	1	127	0.8%	No
GPC6		1	1	127	0.8%	No
PDCD7		2	2	127	1.6%	No
CDKL4		2	2	127	1.6%	No
PQBP1		1	1	127	0.8%	No
EDIL3		1	1	127	0.8%	No
PPWD1		1	1	127	0.8%	No
EID2		1	1	127	0.8%	No
RYR1		9	7	127	5.5%	No
ZNF41		3	3	127	2.4%	No
ECPAS		2	2	127	1.6%	No
ZDHHC24		1	1	127	0.8%	No
AKT1S1		1	1	127	0.8%	No
LMOD2		1	1	127	0.8%	No
ADNP		1	1	127	0.8%	No
LARS2		1	1	127	0.8%	No
ELOF1		2	2	127	1.6%	No
PIP5K1C		3	3	127	2.4%	No
CERT1		1	1	127	0.8%	No
TSKS		5	4	127	3.1%	No
DYDC2		1	1	127	0.8%	No
ZNF827		1	1	127	0.8%	No
SMC4		1	1	127	0.8%	No
SLC17A4		1	1	127	0.8%	No
ARHGEF12		6	4	127	3.1%	Yes
KIAA0895		1	1	127	0.8%	No
LARP1		2	2	127	1.6%	No
PUM2		3	3	127	2.4%	No
SORT1		1	1	127	0.8%	No
S100A1		1	1	127	0.8%	No
FNBP4		1	1	127	0.8%	No
ZNF629		1	1	127	0.8%	No
PSD3		1	1	127	0.8%	No
OBSL1		5	5	127	3.9%	No
ARFGAP2		1	1	127	0.8%	No
DCP1A		1	1	127	0.8%	No
ABCC5		4	4	127	3.1%	No
DNM1L		1	1	127	0.8%	No
ABCB6		1	1	127	0.8%	No
LRP2BP		1	1	127	0.8%	No
ABCC9		3	3	127	2.4%	No
TRERF1		1	1	127	0.8%	No
ABCF2		1	1	127	0.8%	No
UFL1		1	1	127	0.8%	No
GARIN3		1	1	127	0.8%	No
APLF		1	1	127	0.8%	No
ICE1		3	3	127	2.4%	No
ARHGEF18		4	2	127	1.6%	No
TNS2		2	2	127	1.6%	No
FOXJ2		1	1	127	0.8%	No
CRTC1		2	2	127	1.6%	Yes
SCAMP2		1	1	127	0.8%	No
BDP1		2	2	127	1.6%	No
SPATA7		1	1	127	0.8%	No
SCAMP3		2	2	127	1.6%	No
ADCY10		3	3	127	2.4%	No
KDM3A		4	4	127	3.1%	No
RWDD2B		1	1	127	0.8%	No
DOK5		1	1	127	0.8%	No
ACSM3		1	1	127	0.8%	No
SAG		2	2	127	1.6%	No
SALL1		4	4	127	3.1%	No
MCM9		1	1	127	0.8%	No
ESYT1		1	1	127	0.8%	No
SYNE1		11	10	127	7.9%	No
SMCHD1		5	4	127	3.1%	No
SAFB		5	5	127	3.9%	No
DOCK9		4	4	127	3.1%	No
PHF24		1	1	127	0.8%	No
ALLC		2	2	127	1.6%	No
MUC17		11	11	127	8.7%	No
DNAJC16		2	2	127	1.6%	No
ASB11		1	1	127	0.8%	No
PAG1		2	2	127	1.6%	Yes
ASB5		2	2	127	1.6%	No
CHAF1A		2	2	127	1.6%	No
PARP3		1	1	127	0.8%	Yes
DCAF6		2	2	127	1.6%	No
PARP2		3	2	127	1.6%	Yes
TOM1L1		1	1	127	0.8%	No
HMGXB4		3	3	127	2.4%	No
HAUS5		2	2	127	1.6%	No
VPS8		1	1	127	0.8%	No
PRELID2		1	1	127	0.8%	No
SH3RF2		1	1	127	0.8%	No
ANGEL1		1	1	127	0.8%	No
USP24		2	2	127	1.6%	No
FAM189A1		1	1	127	0.8%	No
PIKFYVE		3	3	127	2.4%	No
ASB8		1	1	127	0.8%	No
CAND1		1	1	127	0.8%	No
U2SURP		1	1	127	0.8%	No
KHNYN		1	1	127	0.8%	No
UBR4		9	8	127	6.3%	No
SH2D3C		2	2	127	1.6%	No
DHX29		4	3	127	2.4%	No
ZNF358		3	3	127	2.4%	No
TOM1		2	2	127	1.6%	No
CPVL		2	2	127	1.6%	No
MAMLD1		1	1	127	0.8%	No
ZDHHC13		1	1	127	0.8%	No
MYO3B		1	1	127	0.8%	No
ZSWIM2		3	3	127	2.4%	No
SH2D3A		2	2	127	1.6%	No
HOOK3		2	2	127	1.6%	Yes
RANBP9		3	3	127	2.4%	No
ADAMTSL4		2	2	127	1.6%	No
DNAJB6		1	1	127	0.8%	No
EAPP		1	1	127	0.8%	No
HS6ST2		2	2	127	1.6%	No
GJA5		1	1	127	0.8%	No
GJA3		1	1	127	0.8%	No
NLRP4		3	3	127	2.4%	No
C16ORF78		1	1	127	0.8%	No
GJB3		1	1	127	0.8%	No
ZNF582		1	1	127	0.8%	No
GJA8		1	1	127	0.8%	No
KLK12		1	1	127	0.8%	No
PPP2R3B		2	2	127	1.6%	No
GLA		1	1	127	0.8%	No
EMILIN3		1	1	127	0.8%	No
LIN9		4	4	127	3.1%	No
ADSS1		1	1	127	0.8%	No
FAM98C		1	1	127	0.8%	No
SIGIRR		2	1	127	0.8%	No
CAPN12		1	1	127	0.8%	No
HAPLN1		2	2	127	1.6%	No
GLI1		2	2	127	1.6%	Yes
GLG1		1	1	127	0.8%	No
GLE1		1	1	127	0.8%	No
CRMP1		2	2	127	1.6%	No
GCLM		1	1	127	0.8%	No
CRY2		2	2	127	1.6%	No
CRY1		1	1	127	0.8%	No
GLI4		1	1	127	0.8%	No
CRX		2	2	127	1.6%	No
GLI3		1	1	127	0.8%	No
GLI2		1	1	127	0.8%	No
PRR22		2	2	127	1.6%	No
OR9A2		1	1	127	0.8%	No
GLUD1		1	1	127	0.8%	No
GLRA2		1	1	127	0.8%	No
HSPA12A		1	1	127	0.8%	No
CAPN8		1	1	127	0.8%	No
GTSF1		1	1	127	0.8%	No
LY6G6F		1	1	127	0.8%	No
IRGM		1	1	127	0.8%	No
GLUD2		1	1	127	0.8%	No
TMED5		1	1	127	0.8%	No
GM2A		1	1	127	0.8%	No
NALCN		2	2	127	1.6%	No
SIX5		3	2	127	1.6%	No
GLUL		1	1	127	0.8%	No
ERFE		2	2	127	1.6%	No
OR2A14		2	2	127	1.6%	No
GNAI1		1	1	127	0.8%	No
TRPV4		3	2	127	1.6%	No
ALOXE3		1	1	127	0.8%	No
HRH4		1	1	127	0.8%	No
LGI4		2	2	127	1.6%	No
PDCD2L		1	1	127	0.8%	No
SYNE4		1	1	127	0.8%	No
CSF1R		2	2	127	1.6%	Yes
KLHL12		3	3	127	2.4%	No
PYM1		2	2	127	1.6%	No
GMPR		1	1	127	0.8%	No
CSE1L		3	3	127	2.4%	No
DDI2		1	1	127	0.8%	No
GMDS		1	1	127	0.8%	No
ZNF350		4	3	127	2.4%	No
CSF2RB		3	2	127	1.6%	No
CSF2RA		1	1	127	0.8%	No
GNA15		2	2	127	1.6%	No
C5ORF34		2	2	127	1.6%	No
GNB1		1	1	127	0.8%	Yes
TMEM35A		1	1	127	0.8%	No
LGR6		1	1	127	0.8%	No
GNAT2		1	1	127	0.8%	No
RXFP1		1	1	127	0.8%	No
MAST4		3	3	127	2.4%	No
GNAT1		1	1	127	0.8%	No
GNAS		3	3	127	2.4%	Yes
CSH2		1	1	127	0.8%	No
GNAL		1	1	127	0.8%	No
CSH1		1	1	127	0.8%	No
AGAP4		1	1	127	0.8%	No
CSF3R		2	2	127	1.6%	Yes
FAM3A		1	1	127	0.8%	No
CCNYL1		1	1	127	0.8%	No
