Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
HECTD1		2	1	88	1.1%	No
MGAT4C		1	1	88	1.1%	No
TRIML1		2	2	88	2.3%	No
APBA1		1	1	88	1.1%	No
FCRL1		5	4	88	4.5%	No
TMPRSS11A		1	1	88	1.1%	No
APBB1		1	1	88	1.1%	No
BBX		3	3	88	3.4%	No
FCRL3		1	1	88	1.1%	No
APBB2		1	1	88	1.1%	No
INTS8		1	1	88	1.1%	No
APC		1	1	88	1.1%	Yes
NLRP2		1	1	88	1.1%	No
PRDM11		1	1	88	1.1%	No
FBXO47		1	1	88	1.1%	No
APCS		2	2	88	2.3%	No
CERS4		1	1	88	1.1%	No
POGLUT1		1	1	88	1.1%	No
PGBD5		3	3	88	3.4%	Yes
MAGEC1		3	3	88	3.4%	No
GPR173		1	1	88	1.1%	No
PLPP3		1	1	88	1.1%	No
RNF126		2	2	88	2.3%	No
FAM118B		1	1	88	1.1%	No
STC2		1	1	88	1.1%	No
GFPT2		2	2	88	2.3%	No
USP48		4	4	88	4.5%	No
HSD17B6		1	1	88	1.1%	No
TYRO3		2	2	88	2.3%	Yes
SKAP1		2	2	88	2.3%	No
DNAH17		3	3	88	3.4%	No
TTLL1		2	1	88	1.1%	No
LMOD1		1	1	88	1.1%	No
CCDC158		1	1	88	1.1%	No
SNX29P2		1	1	88	1.1%	No
TULP4		3	3	88	3.4%	No
BCL6B		1	1	88	1.1%	No
FAM184A		2	2	88	2.3%	No
APLP1		1	1	88	1.1%	No
PRPF40A		3	3	88	3.4%	No
CTNNBIP1		1	1	88	1.1%	No
EFL1		2	2	88	2.3%	No
APLP2		1	1	88	1.1%	No
DENND4C		2	2	88	2.3%	No
NPLOC4		1	1	88	1.1%	No
KIF15		1	1	88	1.1%	No
FAT4		1	1	88	1.1%	Yes
URGCP		2	1	88	1.1%	No
APOA4		1	1	88	1.1%	No
APOB		10	8	88	9.1%	No
TP63		2	2	88	2.3%	Yes
LIPJ		1	1	88	1.1%	No
USP15		1	1	88	1.1%	No
SIRPD		1	1	88	1.1%	No
PSMG1		1	1	88	1.1%	No
HS3ST3A1		1	1	88	1.1%	No
HS3ST2		1	1	88	1.1%	No
GPATCH2L		1	1	88	1.1%	No
ADAMTS9		1	1	88	1.1%	No
JRK		1	1	88	1.1%	No
NR1H4		1	1	88	1.1%	No
PCDHGB4		2	2	88	2.3%	No
NUP153		1	1	88	1.1%	No
NR1D2		1	1	88	1.1%	No
KCNK5		1	1	88	1.1%	No
DCHS1		5	5	88	5.7%	No
PPP4R3A		1	1	88	1.1%	No
GALNT14		2	2	88	2.3%	No
SLC30A6		1	1	88	1.1%	No
ARMT1		2	2	88	2.3%	No
MED12		3	3	88	3.4%	Yes
MED13		1	1	88	1.1%	No
TNFAIP8L2		1	1	88	1.1%	No
THRAP3		1	1	88	1.1%	No
AOC3		2	2	88	2.3%	No
WDR6		4	2	88	2.3%	No
UBE2D1		1	1	88	1.1%	No
DOP1B		6	6	88	6.8%	No
NUMB		1	1	88	1.1%	No
RCE1		1	1	88	1.1%	No
THOC1		1	1	88	1.1%	No
UBE2E1		1	1	88	1.1%	No
PDE5A		1	1	88	1.1%	No
STAB1		2	2	88	2.3%	No
RTF1		3	1	88	1.1%	No
CRPPA		1	1	88	1.1%	No
APOH		1	1	88	1.1%	No
NKD2		1	1	88	1.1%	No
APRT		1	1	88	1.1%	No
KLK3		1	1	88	1.1%	No
FAS		2	2	88	2.3%	Yes
SNX13		1	1	88	1.1%	No
CCNB3		4	3	88	3.4%	Yes
FASLG		1	1	88	1.1%	No
SLC45A3		1	1	88	1.1%	Yes
SHROOM2		3	2	88	2.3%	No
GGA3		1	1	88	1.1%	No
RHPN2		1	1	88	1.1%	No
NUP205		2	2	88	2.3%	No
UBC		1	1	88	1.1%	No
NCOA1		2	2	88	2.3%	Yes
NISCH		1	1	88	1.1%	No
PKP3		1	1	88	1.1%	No
UBA1		2	2	88	2.3%	No
ABCB11		2	2	88	2.3%	No
CELF3		1	1	88	1.1%	No
DGCR2		1	1	88	1.1%	No
PTENP1		1	1	88	1.1%	No
SERPINA3		3	3	88	3.4%	No
WBP4		1	1	88	1.1%	No
AAMP		1	1	88	1.1%	No
EIF3A		1	1	88	1.1%	No
EIF3G		1	1	88	1.1%	No
SCO2		2	2	88	2.3%	No
AARS1		1	1	88	1.1%	No
EIF3H		1	1	88	1.1%	No
EIF3D		1	1	88	1.1%	No
WIF1		1	1	88	1.1%	Yes
ABCA1		3	3	88	3.4%	No
RGL1		1	1	88	1.1%	No
ERICH3		5	5	88	5.7%	No
SLC12A6		2	2	88	2.3%	No
NKD1		1	1	88	1.1%	No
DNAJC14		2	2	88	2.3%	No
AR		2	2	88	2.3%	Yes
LPIN1		1	1	88	1.1%	No
ALDH4A1		2	2	88	2.3%	No
UBE2I		1	1	88	1.1%	No
UBE2H		1	1	88	1.1%	No
ABCA2		1	1	88	1.1%	No
ABCB7		2	2	88	2.3%	No
C5ORF38		1	1	88	1.1%	No
IRX2		1	1	88	1.1%	No
ABCA4		2	2	88	2.3%	No
SLC4A4		1	1	88	1.1%	No
ABL1		7	7	88	8.0%	Yes
GRK1		2	2	88	2.3%	No
EIF4G3		1	1	88	1.1%	No
AOC1		2	2	88	2.3%	No
RIT1		2	2	88	2.3%	Yes
STX16		1	1	88	1.1%	No
ABR		1	1	88	1.1%	No
RING1		1	1	88	1.1%	No
ZC3H3		1	1	88	1.1%	No
ASB17		1	1	88	1.1%	No
SSPOP		3	3	88	3.4%	No
RICTOR		1	1	88	1.1%	Yes
NACAD		1	1	88	1.1%	No
ARCN1		1	1	88	1.1%	No
TRIM23		1	1	88	1.1%	No
PCGF6		1	1	88	1.1%	No
STON2		1	1	88	1.1%	No
ARF4		1	1	88	1.1%	No
ZZEF1		1	1	88	1.1%	No
ANKLE2		1	1	88	1.1%	No
DCUN1D4		1	1	88	1.1%	No
UBE3A		3	3	88	3.4%	No
EIF3I		2	2	88	2.3%	No
PSIP1		1	1	88	1.1%	Yes
FSTL1		2	2	88	2.3%	No
ACACA		2	2	88	2.3%	No
ACACB		2	2	88	2.3%	No
MARCO		1	1	88	1.1%	No
UFD1		1	1	88	1.1%	No
SRSF9		1	1	88	1.1%	No
ACADVL		2	2	88	2.3%	No
ADAMTS7		2	2	88	2.3%	No
OR9K2		1	1	88	1.1%	No
KRT36		1	1	88	1.1%	No
UGCG		1	1	88	1.1%	No
KRT38		1	1	88	1.1%	No
ADAMTS6		1	1	88	1.1%	No
CLCC1		3	3	88	3.4%	No
DQX1		1	1	88	1.1%	No
TBC1D9		1	1	88	1.1%	No
TSPAN11		1	1	88	1.1%	No
RHOA		1	1	88	1.1%	Yes
RHOB		1	1	88	1.1%	No
GRAMD4		2	2	88	2.3%	No
CIC		3	3	88	3.4%	Yes
NCDN		1	1	88	1.1%	No
RLBP1		1	1	88	1.1%	No
BAZ2A		5	3	88	3.4%	No
ZNF277		1	1	88	1.1%	No
PIRT		1	1	88	1.1%	No
ASIC2		1	1	88	1.1%	No
ACHE		1	1	88	1.1%	No
UGT2B10		2	2	88	2.3%	No
GALNT4		1	1	88	1.1%	No
ACLY		3	3	88	3.4%	No
ACO1		2	2	88	2.3%	No
UGT2B15		2	2	88	2.3%	No
CLASP2		2	2	88	2.3%	No
POGZ		5	5	88	5.7%	No
WIPF3		1	1	88	1.1%	No
ARHGAP4		3	3	88	3.4%	No
RAD54B		1	1	88	1.1%	No
ARHGAP5		1	1	88	1.1%	No
ARHGAP6		5	5	88	5.7%	No
JRKL		1	1	88	1.1%	No
RHOH		1	1	88	1.1%	Yes
ATRIP		1	1	88	1.1%	No
LRRIQ1		2	2	88	2.3%	No
CEP295		2	2	88	2.3%	No
ATP10B		3	3	88	3.4%	No
WDR75		1	1	88	1.1%	No
TNKS1BP1		1	1	88	1.1%	No
KAT7		1	1	88	1.1%	No
DISP2		2	2	88	2.3%	No
GLMN		1	1	88	1.1%	No
ZNF394		1	1	88	1.1%	No
CFAP74		3	3	88	3.4%	No
TSPYL5		1	1	88	1.1%	No
TCEANC		1	1	88	1.1%	No
ACP1		1	1	88	1.1%	No
UNK		4	2	88	2.3%	No
SPANXN2		2	2	88	2.3%	No
UNG		1	1	88	1.1%	No
MYOM3		2	2	88	2.3%	No
ACTA1		1	1	88	1.1%	No
USP4		1	1	88	1.1%	No
TIGD2		1	1	88	1.1%	No
FICD		1	1	88	1.1%	No
RNF5		1	1	88	1.1%	No
WDR45		1	1	88	1.1%	No
PHF8		2	2	88	2.3%	No
KDM6B		1	1	88	1.1%	No
EPB41L3		2	2	88	2.3%	No
N4BP3		1	1	88	1.1%	No
ZNF324		1	1	88	1.1%	No
SRRD		1	1	88	1.1%	No
RNASEL		1	1	88	1.1%	No
CIZ1		2	2	88	2.3%	No
ATG2A		1	1	88	1.1%	No
GPATCH8		1	1	88	1.1%	No
FSCN2		1	1	88	1.1%	No
CNTNAP4		2	1	88	1.1%	No
RAD54L2		3	3	88	3.4%	No
ZFHX2		2	2	88	2.3%	No
LDB3		3	3	88	3.4%	No
DCLK3		2	2	88	2.3%	No
HELZ2		4	4	88	4.5%	No
SPIRE1		1	1	88	1.1%	No
KNDC1		1	1	88	1.1%	No
PWWP3B		1	1	88	1.1%	No
DOCK7		1	1	88	1.1%	No
RAP1GAP2		1	1	88	1.1%	No
SLC26A5		1	1	88	1.1%	No
UQCRFS1		1	1	88	1.1%	No
UROD		1	1	88	1.1%	No
BTN2A1		1	1	88	1.1%	No
MYBPHL		2	2	88	2.3%	No
MCF2L2		2	2	88	2.3%	No
TBC1D2B		2	2	88	2.3%	No
PRPF40B		2	2	88	2.3%	No
KCP		3	3	88	3.4%	No
RNPEP		1	1	88	1.1%	No
CLASRP		3	3	88	3.4%	No
KAT8		1	1	88	1.1%	No
DNAJC5B		1	1	88	1.1%	No
PTPRT		6	6	88	6.8%	Yes
EXOSC5		1	1	88	1.1%	No
GFM1		1	1	88	1.1%	No
ACTC1		2	2	88	2.3%	No
SMARCAD1		3	3	88	3.4%	No
ACTG1		1	1	88	1.1%	Yes
FAF1		2	2	88	2.3%	Yes
RCAN3		1	1	88	1.1%	No
OTOR		1	1	88	1.1%	No
EVA1A		3	3	88	3.4%	No
FAM199X		1	1	88	1.1%	No
USP1		3	3	88	3.4%	No
USH2A		8	8	88	9.1%	No
ZWINT		1	1	88	1.1%	No
CUL9		2	2	88	2.3%	No
NFASC		1	1	88	1.1%	No
CCDC148-AS1		1	1	88	1.1%	No
TOGARAM1		2	2	88	2.3%	No
SUN2		2	2	88	2.3%	No
C22ORF31		1	1	88	1.1%	No
CCDC13		1	1	88	1.1%	No
ZNRF3		1	1	88	1.1%	Yes
USP42		2	2	88	2.3%	No
CDC42EP1		1	1	88	1.1%	No
ZC3H12C		1	1	88	1.1%	No
SSH2		1	1	88	1.1%	No
TANC1		2	1	88	1.1%	No
FHDC1		7	5	88	5.7%	No
ACTL6A		1	1	88	1.1%	No
PAK6		1	1	88	1.1%	No
ZNF518B		1	1	88	1.1%	No
ACTN2		2	2	88	2.3%	No
KLC3		2	2	88	2.3%	No
ACVR1B		1	1	88	1.1%	Yes
ACVR2A		3	3	88	3.4%	Yes
RSPH4A		2	2	88	2.3%	No
GPR148		1	1	88	1.1%	No
SLC35E2B		1	1	88	1.1%	No
FSD2		1	1	88	1.1%	No
WHAMM		1	1	88	1.1%	No
ROS1		2	2	88	2.3%	Yes
ROBO2		1	1	88	1.1%	No
ROBO1		2	2	88	2.3%	Yes
ROCK1		1	1	88	1.1%	No
BOD1		1	1	88	1.1%	No
KIT		1	1	88	1.1%	Yes
KLK2		3	3	88	3.4%	Yes
KLKB1		1	1	88	1.1%	No
C2ORF81		1	1	88	1.1%	No
C2ORF78		1	1	88	1.1%	No
STARD4		1	1	88	1.1%	No
KLRB1		1	1	88	1.1%	No
KLRD1		1	1	88	1.1%	No
APOBEC4		2	2	88	2.3%	No
SRRM3		1	1	88	1.1%	No
KPNA2		1	1	88	1.1%	No
KPNA3		1	1	88	1.1%	No
VSTM1		1	1	88	1.1%	No
KIF11		2	2	88	2.3%	No
KIFC1		2	2	88	2.3%	No
LMF2		1	1	88	1.1%	No
GPR142		2	2	88	2.3%	No
LRRC37A6P		3	3	88	3.4%	No
KRT1		2	2	88	2.3%	No
KRT2		1	1	88	1.1%	No
FTL		1	1	88	1.1%	No
PRR15		1	1	88	1.1%	No
ZFP82		1	1	88	1.1%	No
WDR62		2	2	88	2.3%	No
KPNA5		2	1	88	1.1%	No
IPO5		1	1	88	1.1%	No
KRAS	4.580e-12	7	7	88	8.0%	Yes
KANK1		1	1	88	1.1%	No
WASHC2A		1	1	88	1.1%	No
FUT1		1	1	88	1.1%	No
MESD		1	1	88	1.1%	No
LARP4B		2	2	88	2.3%	Yes
GAST		1	1	88	1.1%	No
RCOR1		1	1	88	1.1%	No
PHLDB1		1	1	88	1.1%	No
KRT6A		2	2	88	2.3%	No
KRT6B		3	3	88	3.4%	No
FGD5		2	2	88	2.3%	No
GSE1		1	1	88	1.1%	No
MAGI3		1	1	88	1.1%	No
RFPL4AL1		4	2	88	2.3%	No
CYFIP1		2	2	88	2.3%	No
RSBN1L		2	2	88	2.3%	No
FZD2		1	1	88	1.1%	No
GANAB		3	3	88	3.4%	No
FYN		1	1	88	1.1%	Yes
MDN1		4	3	88	3.4%	No
FAM120A		1	1	88	1.1%	No
LRRC53		1	1	88	1.1%	No
KRT15		1	1	88	1.1%	No
G6PC1		1	1	88	1.1%	No
KRT16		1	1	88	1.1%	No
UBXN4		2	2	88	2.3%	No
INTS3		2	2	88	2.3%	No
CNOT10		1	1	88	1.1%	No
WNK1		2	2	88	2.3%	No
SLC38A5		1	1	88	1.1%	No
KRT31		1	1	88	1.1%	No
AHCTF1		5	4	88	4.5%	No
IGSF10		1	1	88	1.1%	No
KHDC1		1	1	88	1.1%	No
GABBR1		3	3	88	3.4%	No
PRAMEF12		1	1	88	1.1%	No
GAA		2	2	88	2.3%	No
XRCC6		1	1	88	1.1%	No
MCTP1		1	1	88	1.1%	No
ITPRID1		1	1	88	1.1%	No
ITIH5		1	1	88	1.1%	No
CLTC		2	2	88	2.3%	Yes
ACBD4		1	1	88	1.1%	No
CLTB		1	1	88	1.1%	No
PIMREG		1	1	88	1.1%	No
ZFHX4		3	3	88	3.4%	No
SLC37A4		1	1	88	1.1%	No
THAP7		2	2	88	2.3%	No
TBPL2		1	1	88	1.1%	No
MICALL2		3	3	88	3.4%	No
KRT17		1	1	88	1.1%	No
CCDC74B		2	2	88	2.3%	No
RTTN		3	3	88	3.4%	No
AKAP14		1	1	88	1.1%	No
KRT84		1	1	88	1.1%	No
KRT85		1	1	88	1.1%	No
ELOA3DP		2	2	88	2.3%	No
KRT86		3	3	88	3.4%	No
GABRB3		1	1	88	1.1%	No
GABRB1		1	1	88	1.1%	No
GABRA6		1	1	88	1.1%	Yes
GABRA1		1	1	88	1.1%	No
GABPB1		1	1	88	1.1%	No
KATNBL1		1	1	88	1.1%	No
ELMO3		2	2	88	2.3%	No
SLC9C1		1	1	88	1.1%	No
CMKLR1		1	1	88	1.1%	No
GAD1		2	2	88	2.3%	No
FBXO31		1	1	88	1.1%	Yes
GSDMD		1	1	88	1.1%	No
HEATR5B		2	2	88	2.3%	No
ACKR2		1	1	88	1.1%	No
GABRR1		1	1	88	1.1%	No
CCR8		1	1	88	1.1%	No
ZNF408		1	1	88	1.1%	No
COL18A1		1	1	88	1.1%	No
CCR6		1	1	88	1.1%	No
GABRG2		1	1	88	1.1%	No
UGT2A3		2	2	88	2.3%	No
GABRG1		3	2	88	2.3%	No
ARMC5		1	1	88	1.1%	No
THEMIS		1	1	88	1.1%	No
CCR4		1	1	88	1.1%	No
GABRE		1	1	88	1.1%	No
SMOX		1	1	88	1.1%	No
KTN1		3	3	88	3.4%	Yes
LYZL2		2	2	88	2.3%	No
ZNF737		2	2	88	2.3%	No
L1CAM		1	1	88	1.1%	No
AFF3		4	4	88	4.5%	Yes
TUBBP1		2	2	88	2.3%	No
ZNF852		1	1	88	1.1%	No
GALK1		1	1	88	1.1%	No
AMDHD1		1	1	88	1.1%	No
LRRC31		2	1	88	1.1%	No
IQCA1		2	2	88	2.3%	No
KLHL36		1	1	88	1.1%	No
RERGL		3	3	88	3.4%	No
ABCC2		1	1	88	1.1%	No
CLMN		3	3	88	3.4%	No
DRC1		1	1	88	1.1%	No
ZNRF2		1	1	88	1.1%	No
ARHGAP36		3	3	88	3.4%	No
PLK3		1	1	88	1.1%	No
CNGA4		2	2	88	2.3%	No
WDR17		3	3	88	3.4%	No
CNGA3		1	1	88	1.1%	No
GALT		1	1	88	1.1%	No
CNGA2		1	1	88	1.1%	No
CNGB1		3	2	88	2.3%	No
GALNT1		1	1	88	1.1%	No
EFCAB3		2	2	88	2.3%	No
GALK2		1	1	88	1.1%	No
MRPS31P5		1	1	88	1.1%	No
SLC37A2		1	1	88	1.1%	No
VWA5B2		2	2	88	2.3%	No
NRROS		1	1	88	1.1%	No
CNTN1		1	1	88	1.1%	No
INTS5		1	1	88	1.1%	No
DNHD1		2	2	88	2.3%	No
FLG2		3	3	88	3.4%	No
CNN3		1	1	88	1.1%	No
GAPDH		1	1	88	1.1%	No
CNN2		1	1	88	1.1%	No
GAP43		1	1	88	1.1%	No
HRNR		3	3	88	3.4%	No
HEXD		1	1	88	1.1%	No
RIBC1		1	1	88	1.1%	No
COL4A3		1	1	88	1.1%	No
COL4A1		2	1	88	1.1%	No
COL3A1		2	2	88	2.3%	No
COL2A1		2	2	88	2.3%	Yes
PPM1M		1	1	88	1.1%	No
KCNH7		1	1	88	1.1%	No
CDON		1	1	88	1.1%	No
SHKBP1		3	3	88	3.4%	No
IMPG2		3	3	88	3.4%	No
OR10S1		2	2	88	2.3%	No
COL9A1		2	2	88	2.3%	No
MED12L		3	3	88	3.4%	No
OR10G9		1	1	88	1.1%	No
COL8A1		1	1	88	1.1%	No
COL7A1		4	4	88	4.5%	No
LRRC74B		1	1	88	1.1%	No
COL6A3		2	2	88	2.3%	No
COL6A2		1	1	88	1.1%	No
COL6A1		1	1	88	1.1%	No
COL5A2		2	1	88	1.1%	No
IQSEC3		2	2	88	2.3%	No
COL4A6		2	2	88	2.3%	No
COL4A5		1	1	88	1.1%	No
PDE11A		1	1	88	1.1%	No
LIPM		1	1	88	1.1%	No
SHANK1		1	1	88	1.1%	No
SASH1		3	2	88	2.3%	No
BTBD10		1	1	88	1.1%	No
WASHC4		1	1	88	1.1%	No
NEDD4L		2	2	88	2.3%	No
BCL2L11		2	2	88	2.3%	Yes
COL9A3		1	1	88	1.1%	No
DNAH1		2	2	88	2.3%	No
TSR1		1	1	88	1.1%	No
COL9A2		2	2	88	2.3%	No
TANK		2	2	88	2.3%	No
TMEM175		1	1	88	1.1%	No
HDAC6		3	3	88	3.4%	No
TWF2		1	1	88	1.1%	No
ING5		1	1	88	1.1%	No
KANSL1		1	1	88	1.1%	No
TANGO2		1	1	88	1.1%	No
PDCD6IP		2	2	88	2.3%	No
SYNPO		4	4	88	4.5%	No
ATF7IP		4	4	88	4.5%	No
N4BP2		2	1	88	1.1%	No
NTPCR		1	1	88	1.1%	No
TBCEL		1	1	88	1.1%	No
CBWD5		1	1	88	1.1%	No
TTC28		1	1	88	1.1%	No
CLASP1		2	2	88	2.3%	No
CGB1		1	1	88	1.1%	No
DPY19L1		1	1	88	1.1%	No
REXO2		1	1	88	1.1%	No
MFSD12		2	2	88	2.3%	No
NLRP9		2	2	88	2.3%	No
SZT2		4	4	88	4.5%	No
NLRP10		2	2	88	2.3%	No
WDR7		3	3	88	3.4%	No
IBTK		1	1	88	1.1%	No
NLRP14		2	2	88	2.3%	No
SYNM		3	2	88	2.3%	No
JADE2		1	1	88	1.1%	No
CLIP3		1	1	88	1.1%	No
C1ORF112		3	3	88	3.4%	No
SNED1		2	2	88	2.3%	No
INSL5		1	1	88	1.1%	No
ARNT		2	1	88	1.1%	Yes
ZAR1		1	1	88	1.1%	No
TROAP		1	1	88	1.1%	No
DNAJC11		1	1	88	1.1%	No
ARR3		1	1	88	1.1%	No
ZFP64		1	1	88	1.1%	No
NAXD		1	1	88	1.1%	No
COQ5		1	1	88	1.1%	No
SLC38A2		1	1	88	1.1%	No
CDRT4		1	1	88	1.1%	No
SERPINA9		1	1	88	1.1%	No
AGAP2		1	1	88	1.1%	No
ADGRA2		2	2	88	2.3%	Yes
ARAP1		1	1	88	1.1%	No
ATMIN		4	4	88	4.5%	No
TMEM87A		3	2	88	2.3%	No
AGAP3		1	1	88	1.1%	No
VIRMA		1	1	88	1.1%	No
AGAP1		1	1	88	1.1%	No
KIF13B		2	2	88	2.3%	No
UBR2		2	2	88	2.3%	No
C2CD2		2	2	88	2.3%	No
ENAH		1	1	88	1.1%	No
ARSA		1	1	88	1.1%	No
GPBAR1		1	1	88	1.1%	No
NLGN3		4	4	88	4.5%	No
IPO4		2	2	88	2.3%	No
UBXN6		1	1	88	1.1%	No
STS		2	2	88	2.3%	No
B4GALT3		1	1	88	1.1%	No
ART1		1	1	88	1.1%	No
DNAH11		3	3	88	3.4%	No
TMC6		1	1	88	1.1%	No
NUP133		2	2	88	2.3%	No
AP5M1		1	1	88	1.1%	No
TBL1XR1		1	1	88	1.1%	Yes
B3GALT4		1	1	88	1.1%	No
VSIG4		2	2	88	2.3%	No
B3GALNT1		1	1	88	1.1%	No
DDX42		1	1	88	1.1%	No
CCAR1		2	2	88	2.3%	No
DNAJC13		3	3	88	3.4%	No
TUT4		1	1	88	1.1%	No
WDR83		1	1	88	1.1%	No
MBTPS1		1	1	88	1.1%	No
UNC50		1	1	88	1.1%	No
NCAPD3		1	1	88	1.1%	No
DMXL2		5	5	88	5.7%	No
EGFL6		1	1	88	1.1%	No
CUX2		2	1	88	1.1%	No
TMEM184C		1	1	88	1.1%	No
U2AF2		1	1	88	1.1%	Yes
ART4		2	2	88	2.3%	No
ARVCF		1	1	88	1.1%	No
CDK5RAP2		1	1	88	1.1%	No
TMEM30A		2	2	88	2.3%	Yes
SH2B1		2	2	88	2.3%	No
OGDHL		1	1	88	1.1%	No
ARAP2		1	1	88	1.1%	No
SEPTIN11		1	1	88	1.1%	No
ACAP3		1	1	88	1.1%	No
AKT3		2	2	88	2.3%	Yes
ASAH1		1	1	88	1.1%	No
NOL4		2	2	88	2.3%	No
C11ORF80		2	2	88	2.3%	No
GAB4		3	3	88	3.4%	No
UGGT2		2	1	88	1.1%	No
NAALAD2		1	1	88	1.1%	No
NOL9		1	1	88	1.1%	No
COLGALT1		1	1	88	1.1%	No
ZNF385A		2	2	88	2.3%	No
RNGTT		1	1	88	1.1%	No
UTRN		2	2	88	2.3%	No
RNMT		1	1	88	1.1%	No
FAM98A		1	1	88	1.1%	No
ESX1		1	1	88	1.1%	No
WTIP		2	1	88	1.1%	No
SIN3A		1	1	88	1.1%	No
NECTIN3		1	1	88	1.1%	No
DNAJC10		1	1	88	1.1%	No
TTC17		1	1	88	1.1%	No
NARS2		3	3	88	3.4%	No
ACTL10		1	1	88	1.1%	No
ASGR1		1	1	88	1.1%	No
EZHIP		2	2	88	2.3%	Yes
E2F8		3	3	88	3.4%	No
INAVA		2	2	88	2.3%	No
ASL		1	1	88	1.1%	No
IFT122		2	2	88	2.3%	No
TBC1D17		1	1	88	1.1%	No
EXOC1		1	1	88	1.1%	No
URI1		1	1	88	1.1%	No
RBM27		4	4	88	4.5%	No
ZNF83		1	1	88	1.1%	No
SEMA5B		1	1	88	1.1%	No
TTLL7		1	1	88	1.1%	No
SH3TC1		3	3	88	3.4%	No
BBS10		1	1	88	1.1%	No
GBF1		1	1	88	1.1%	No
CTNNAL1		1	1	88	1.1%	No
SUMF1		2	2	88	2.3%	No
PNISR		1	1	88	1.1%	No
KANK2		1	1	88	1.1%	No
AKNA		5	5	88	5.7%	No
TNFSF10		1	1	88	1.1%	No
VAV2		2	2	88	2.3%	Yes
SLC19A3		2	2	88	2.3%	No
RBPJL		2	2	88	2.3%	No
TBC1D23		1	1	88	1.1%	No
COPE		1	1	88	1.1%	No
SASH3		2	2	88	2.3%	No
ASPH		1	1	88	1.1%	No
ANKRD55		1	1	88	1.1%	No
ASS1		1	1	88	1.1%	No
TDP1		2	1	88	1.1%	No
ZNF768		1	1	88	1.1%	No
ANLN		1	1	88	1.1%	No
MYOM1		1	1	88	1.1%	No
WDR59		1	1	88	1.1%	No
KDM6A		4	4	88	4.5%	Yes
CFAP44		1	1	88	1.1%	No
PALB2		1	1	88	1.1%	Yes
UVRAG		3	2	88	2.3%	No
MYH13		3	3	88	3.4%	No
ZNF839		1	1	88	1.1%	No
LIN28A		2	2	88	2.3%	No
VARS1		1	1	88	1.1%	No
VAV1		2	2	88	2.3%	Yes
NEK8		1	1	88	1.1%	No
ZNF521		3	3	88	3.4%	Yes
ADAM15		4	4	88	4.5%	No
MYRIP		2	2	88	2.3%	No
NOL11		1	1	88	1.1%	No
ADAM9		2	2	88	2.3%	No
GEMIN5		1	1	88	1.1%	No
ADAM6		1	1	88	1.1%	No
VEGFC		1	1	88	1.1%	No
VWA7		2	2	88	2.3%	No
UPF3B		2	2	88	2.3%	No
EVX2		2	2	88	2.3%	No
MISP		1	1	88	1.1%	No
ZDHHC5		2	2	88	2.3%	No
ATL3		1	1	88	1.1%	No
RIN2		1	1	88	1.1%	No
SNIP1		1	1	88	1.1%	No
TAF7L		2	1	88	1.1%	No
LMBRD1		1	1	88	1.1%	No
ZNF750		5	4	88	4.5%	Yes
MOV10L1		2	2	88	2.3%	No
TXLNG		1	1	88	1.1%	No
FBXO42		3	2	88	2.3%	No
ZNF415		2	2	88	2.3%	No
PRR3		1	1	88	1.1%	No
ATAD2B		1	1	88	1.1%	No
FGD6		1	1	88	1.1%	No
VCP		1	1	88	1.1%	No
ADAM21		2	2	88	2.3%	No
ZNF668		2	2	88	2.3%	No
CTAGE4		1	1	88	1.1%	No
VCL		1	1	88	1.1%	No
ADAM20		1	1	88	1.1%	No
DHRS12		2	2	88	2.3%	No
VDAC2		1	1	88	1.1%	No
ADAM23		1	1	88	1.1%	No
ZFP28		2	2	88	2.3%	No
PRR13		1	1	88	1.1%	No
DEPDC1B		1	1	88	1.1%	No
PABPC4		1	1	88	1.1%	No
RP9		1	1	88	1.1%	No
HEATR5A		2	2	88	2.3%	No
XIRP1		1	1	88	1.1%	No
TPRG1		1	1	88	1.1%	No
EZR		2	2	88	2.3%	Yes
RP2		1	1	88	1.1%	No
RP1		4	4	88	4.5%	No
VIP		1	1	88	1.1%	No
PLCD3		2	2	88	2.3%	No
RPGR		2	2	88	2.3%	No
IQCN		1	1	88	1.1%	No
PTPN23		1	1	88	1.1%	No
SLC35G2		1	1	88	1.1%	No
LRIF1		1	1	88	1.1%	No
CSGALNACT1		2	2	88	2.3%	No
ASTN1		3	3	88	3.4%	No
ARHGAP39		1	1	88	1.1%	No
TEDDM1		1	1	88	1.1%	No
SERPINC1		1	1	88	1.1%	No
ZBBX		2	2	88	2.3%	No
ZFHX3		3	3	88	3.4%	Yes
DIPK2B		1	1	88	1.1%	No
CCDC7		3	3	88	3.4%	No
MIOS		1	1	88	1.1%	No
CACNA2D3		2	2	88	2.3%	No
ZNF419		2	2	88	2.3%	No
ANKIB1		3	3	88	3.4%	No
ECHDC3		1	1	88	1.1%	No
THSD7B		3	3	88	3.4%	No
ETAA1		1	1	88	1.1%	Yes
VGF		1	1	88	1.1%	No
ADAM7		2	2	88	2.3%	No
TMEM183A		1	1	88	1.1%	No
SNAP23		1	1	88	1.1%	No
TNFRSF6B		1	1	88	1.1%	No
MTMR1		1	1	88	1.1%	No
MPDZ		2	2	88	2.3%	No
AGTPBP1		1	1	88	1.1%	No
